HUNDRED_BLOCK,INCIDENT_TYPE,MONTH,YEAR,LATITUDE,LONGTITUDE
13100 96TH AVE,Fatal/Injury Collision,10,2013,49.1770575,-122.8598057
12200 KING GEORGE BLVD,Fatal/Injury Collision,10,2013,49.20573599999999,-122.884776
13000 ENGLISH PL,Fatal/Injury Collision,10,2013,49.1329226,-122.8611554
8800 138A ST,Fatal/Injury Collision,10,2013,49.1629993,-122.8389075
2500 162ND ST,Fatal/Injury Collision,10,2013,49.0483442,-122.7721576
13300 HILTON RD,Fatal/Injury Collision,10,2013,49.2052302,-122.8510067
7100 144TH ST,Fatal/Injury Collision,10,2013,49.1316327,-122.8232961
14600 24TH AVE,Fatal/Injury Collision,10,2013,49.0456489,-122.8116148
12000 96TH AVE,Fatal/Injury Collision,10,2013,49.1771395,-122.8901951
17800 56TH AVE,Fatal/Injury Collision,10,2013,49.10413579999999,-122.7293215
4300 KING GEORGE BLVD,Fatal/Injury Collision,10,2013,49.0798844,-122.8210325
6200 128A ST,Fatal/Injury Collision,10,2013,49.1156048,-122.8677807
12200 KING GEORGE BLVD,Fatal/Injury Collision,10,2013,49.20573599999999,-122.884776
9700 PRINCESS DR,Fatal/Injury Collision,10,2013,49.17907200000001,-122.906073
2700 190TH ST,Fatal/Injury Collision,10,2013,49.0507648,-122.6968764
13300 79TH AVE,Fatal/Injury Collision,10,2013,49.1463079,-122.8541888
1300 128TH ST,Fatal/Injury Collision,10,2013,49.0259636,-122.8674857
10100 SCOTT RD,Fatal/Injury Collision,10,2013,49.186274,-122.8916002
13600 104TH AVE,Fatal/Injury Collision,10,2013,49.1915468,-122.8454565
13600 104TH AVE,Fatal/Injury Collision,10,2013,49.1915468,-122.8454565
12800 104TH AVE,Fatal/Injury Collision,10,2013,49.1916387,-122.8676298
7800 KING GEORGE BLVD,Fatal/Injury Collision,10,2013,49.1435718,-122.8456347
13100 109TH AVE,Fatal/Injury Collision,10,2013,49.2008727,-122.8592681
7400 KING GEORGE BLVD,Fatal/Injury Collision,10,2013,49.1372181,-122.8455908
6100 170A ST,Fatal/Injury Collision,10,2013,49.1880111,-122.7499808
1900 152ND ST,Fatal/Injury Collision,10,2013,49.03656549999999,-122.8011348
15300 56TH AVE,Fatal/Injury Collision,10,2013,49.1043217,-122.7969625
10400 152ND ST,Fatal/Injury Collision,10,2013,49.191454,-122.8007962
10400 152ND ST,Fatal/Injury Collision,10,2013,49.191454,-122.8007962
100 176TH ST,Fatal/Injury Collision,10,2013,49.0040223,-122.7354194
2700 192ND ST,Fatal/Injury Collision,10,2013,49.0511194,-122.6914689
12500 99TH AVE,Fatal/Injury Collision,10,2013,49.1824451,-122.8761395
14500 67B AVE,Fatal/Injury Collision,10,2013,49.1256049,-122.8206128
8500 120TH ST,Fatal/Injury Collision,10,2013,49.1573972,-122.8903443
8000 152ND ST,Fatal/Injury Collision,10,2013,49.1473814,-122.8010638
13800 103RD AVE,Fatal/Injury Collision,10,2013,49.1896551,-122.8396242
10200  CITY PKWY,Fatal/Injury Collision,10,2013,49.1882957,-122.8477009
12800 17TH AVE,Fatal/Injury Collision,10,2013,49.033051,-122.8674513
12100 95TH AVE,Fatal/Injury Collision,10,2013,49.1749175,-122.8104739
8200 132ND ST,Fatal/Injury Collision,10,2013,49.1517835,-122.8568232
10300 152ND ST,Fatal/Injury Collision,10,2013,49.1895882,-122.8008031
14400 64TH AVE,Fatal/Injury Collision,10,2013,49.119069,-122.823373
18700 88TH AVE,Fatal/Injury Collision,10,2013,49.16283259999999,-122.7051786
17100 60TH AVE,Fatal/Injury Collision,10,2013,49.111523,-122.748412
8800 126TH ST,Fatal/Injury Collision,10,2013,49.1629204,-122.8735231
10200 WHALLEY BLVD,Fatal/Injury Collision,10,2013,49.1875837,-122.8432318
7800 120TH ST,Fatal/Injury Collision,10,2013,49.1449581,-122.8903724
7200 KING GEORGE BLVD,Fatal/Injury Collision,10,2013,49.1337923,-122.8457738
7100 138TH ST,Fatal/Injury Collision,10,2013,49.1315743,-122.8385346
18900 GOLDEN EARS WAY,Fatal/Injury Collision,10,2013,49.1754747,-122.7283298
3000 152ND ST,Fatal/Injury Collision,10,2013,49.0563811,-122.8010909
7800 128TH ST,Fatal/Injury Collision,10,2013,49.1452672,-122.8678477
8100 120A ST,Fatal/Injury Collision,10,2013,49.1503421,-122.8881308
9700 128A ST,Fatal/Injury Collision,10,2013,49.1789958,-122.8663622
12600 66TH AVE,Fatal/Injury Collision,10,2013,49.1225351,-122.8717378
14200 72ND AVE,Fatal/Injury Collision,10,2013,49.13364,-122.828967
15200 104TH AVE,Fatal/Injury Collision,10,2013,49.191423,-122.8009821
12800 KING GEORGE BLVD,Fatal/Injury Collision,10,2013,49.2064142,-122.8674345
12000  NORDEL WAY,Fatal/Injury Collision,10,2013,49.1620036,-122.8902775
14800 73RD AVE,Fatal/Injury Collision,10,2013,49.1352096,-122.6935309
17700 64TH AVE,Fatal/Injury Collision,10,2013,49.11860799999999,-122.732194
13800  104TH AVE,Fatal/Injury Collision,10,2013,49.19149969999999,-122.8397104
12500 88TH AVE,Fatal/Injury Collision,10,2013,49.16194,-122.872391
9000  132ND ST,Fatal/Injury Collision,10,2013,49.1662377,-122.8568762
17300  56TH AVE,Fatal/Injury Collision,10,2013,49.1040262,-122.7437182
8500 148TH ST,Fatal/Injury Collision,10,2013,49.1573556,-122.8124158
13500  80TH AVE,Fatal/Injury Collision,10,2013,49.14814699999999,-122.8486239
7300 128TH ST,Fatal/Injury Collision,10,2013,49.1355315,-122.8678119
7100 120TH ST,Fatal/Injury Collision,10,2013,49.1321491,-122.8902703
14900 58TH AVE,Fatal/Injury Collision,10,2013,49.10821259999999,-122.8093007
15200  72ND AVE,Fatal/Injury Collision,10,2013,49.1336295,-122.8008762
12700  64TH AVE,Fatal/Injury Collision,10,2013,49.1190603,-122.8691998
9100 134TH ST,Fatal/Injury Collision,10,2013,49.16789319999999,-122.8513289
7100 148TH ST,Fatal/Injury Collision,10,2013,49.1319594,-122.8121623
18600 FRASER HWY,Fatal/Injury Collision,10,2013,49.1259215,-122.7068659
9600 128TH ST,Fatal/Injury Collision,10,2013,49.1772198,-122.86812
8800 152ND ST,Fatal/Injury Collision,10,2013,49.16288979999999,-122.8014077
3900  152ND ST,Fatal/Injury Collision,10,2013,49.07428729999999,-122.8010961
14700  56TH AVE,Fatal/Injury Collision,10,2013,49.10442380000001,-122.815034
15100 101ST AVE,Fatal/Injury Collision,10,2013,49.186119,-122.8039148
14800 87A AVE,Fatal/Injury Collision,10,2013,49.1618456,-122.8122139
7100 KING GEORGE BLVD,Fatal/Injury Collision,10,2013,49.1312395,-122.8457618
12500 110TH AVE,Fatal/Injury Collision,10,2013,49.2026333,-122.875936
10700  144TH ST,Fatal/Injury Collision,10,2013,49.1966966,-122.8230243
10000 KING GEORGE BLVD,Fatal/Injury Collision,10,2013,49.1838955,-122.8454046
12500 72ND AVE,Fatal/Injury Collision,10,2013,49.1338599,-122.8760999
16000 93A AVE,Fatal/Injury Collision,10,2013,49.1729715,-122.7796606
13300 55A AVE,Fatal/Injury Collision,10,2013,49.1029558,-122.8540433
16500 16TH AVE,Fatal/Injury Collision,10,2013,49.0310557,-122.764951
10300 KING GEORGE BLVD,Fatal/Injury Collision,10,2013,49.1888241,-122.8453146
10300 KING GEORGE BLVD,Fatal/Injury Collision,10,2013,49.1888241,-122.8453146
12300  72ND AVE,Fatal/Injury Collision,10,2013,49.134162,-122.8819911
16600 64TH AVE,Fatal/Injury Collision,10,2013,49.1188559,-122.7624004
5600 148TH ST,Fatal/Injury Collision,10,2013,49.10448419999999,-122.8123315
2000 134TH ST,Fatal/Injury Collision,10,2013,49.0383028,-122.8509198
10700 KING GEORGE BLVD,Fatal/Injury Collision,10,2013,49.1970868,-122.8450519
5400 192ND ST,Fatal/Injury Collision,10,2013,49.1009301,-122.6910518
5400 192ND ST,Fatal/Injury Collision,10,2013,49.1009301,-122.6910518
15000 94TH AVE,Fatal/Injury Collision,10,2013,49.173491,-122.806333
12800 OLD YALE RD,Fatal/Injury Collision,10,2013,49.1970413,-122.8670135
12700 103RD AVE,Fatal/Injury Collision,10,2013,49.1898424,-122.8713262
15100  104TH AVE,Fatal/Injury Collision,10,2013,49.1914247,-122.803634
8400 163RD ST,Fatal/Injury Collision,10,2013,49.1554555,-122.7705144
16300 82ND AVE,Fatal/Injury Collision,10,2013,49.1518467,-122.7702181
10200 KING GEORGE BLVD,Fatal/Injury Collision,10,2013,49.1878338,-122.8453573
8500 149A ST,Fatal/Injury Collision,10,2013,49.14097839999999,-122.8080798
1600 152ND ST,Fatal/Injury Collision,10,2013,49.031169,-122.8011413
12400 96TH AVE,Fatal/Injury Collision,10,2013,49.1771483,-122.8794975
10300  124A ST,Fatal/Injury Collision,10,2013,49.19001069999999,-122.8767831
7100 120TH ST,Fatal/Injury Collision,10,2013,49.1321491,-122.8902703
8300 124TH ST,Fatal/Injury Collision,10,2013,49.15383509999999,-122.8790615
13700 96TH AVE,Fatal/Injury Collision,10,2013,49.176868,-122.84385
5700 137A ST,Fatal/Injury Collision,10,2013,49.1770759,-122.842083
7100 KING GEORGE BLVD,Fatal/Injury Collision,10,2013,49.1312395,-122.8457618
15100 56TH AVE,Fatal/Injury Collision,10,2013,49.1043753,-122.804057
139TH ST / 104TH AVE,Fatal/Injury Collision,10,2013,49.1914755,-122.8370319
192ND ST / 80TH AVE,Fatal/Injury Collision,10,2013,49.14816949999999,-122.6907203
184TH ST / 32ND AVE,Fatal/Injury Collision,10,2013,49.0602015,-122.713466
144TH ST / 100TH AVE,Fatal/Injury Collision,10,2013,49.1840916,-122.823093
138TH ST / 108TH AVE,Fatal/Injury Collision,10,2013,49.198853,-122.839631
72ND AVE / KING GEORGE BLVD,Fatal/Injury Collision,10,2013,49.1335876,-122.8455784
96TH AVE / 152ND ST,Fatal/Injury Collision,10,2013,49.17688039999999,-122.8010288
SCOTT RD / 110TH AVE,Fatal/Injury Collision,10,2013,49.2028648,-122.8781821
NORDEL WAY / 88TH AVE,Fatal/Injury Collision,10,2013,49.1631928,-122.8830768
58TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,10,2013,49.1083607,-122.8359627
152ND ST / GUILDFORD DR,Fatal/Injury Collision,10,2013,49.1969617,-122.8007487
96TH AVE / 164TH ST,Fatal/Injury Collision,10,2013,49.1770511,-122.7676625
156TH ST / 99A AVE,Fatal/Injury Collision,10,2013,49.183376,-122.789822
18A AVE / 156TH ST,Fatal/Injury Collision,10,2013,49.03555,-122.790226
66TH AVE / 120TH ST,Fatal/Injury Collision,10,2013,49.1230358,-122.8903781
56TH AVE / MALL ACCESS,Fatal/Injury Collision,10,2013,49.1374736,-122.8877071
88TH AVE / HARVIE RD,Fatal/Injury Collision,10,2013,49.162831,-122.698875
96TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,10,2013,49.1769822,-122.8458654
161ST ST / 102ND AVE,Fatal/Injury Collision,10,2013,49.187769,-122.775198
161ST ST / 102ND AVE,Fatal/Injury Collision,10,2013,49.187769,-122.775198
16TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,10,2013,49.0310683,-122.7755382
146A ST / 110TH AVE,Fatal/Injury Collision,10,2013,49.2024331,-122.8168658
72ND AVE / 137TH ST,Fatal/Injury Collision,10,2013,49.133631,-122.8427866
72ND AVE / 137TH ST,Fatal/Injury Collision,10,2013,49.133631,-122.8427866
UNIVERSITY DR / 104TH AVE,Fatal/Injury Collision,10,2013,49.1916047,-122.8504793
88TH AVE / FRASER HWY,Fatal/Injury Collision,10,2013,49.1630721,-122.7938233
SCOTT RD / LARSON RD,Fatal/Injury Collision,10,2013,49.20123330000001,-122.8802107
108TH AVE / UNIVERSITY DR,Fatal/Injury Collision,10,2013,49.1989303,-122.8509662
152ND ST / 72ND AVE,Fatal/Injury Collision,10,2013,49.13373319999999,-122.8011655
FRASER HWY / 160TH ST,Fatal/Injury Collision,10,2013,49.15742299999999,-122.7790105
148TH ST / 56TH AVE,Fatal/Injury Collision,10,2013,49.1044272,-122.812312
144TH ST / 64TH AVE,Fatal/Injury Collision,10,2013,49.11917159999999,-122.8232353
56TH AVE / PANORAMA DR,Fatal/Injury Collision,10,2013,49.1044055,-122.806528
24TH AVE / 176TH ST,Fatal/Injury Collision,10,2013,49.0456622,-122.7353805
176TH ST / 32ND AVE,Fatal/Injury Collision,10,2013,49.0601293,-122.7353519
128TH ST / 80TH AVE,Fatal/Injury Collision,10,2013,49.1481747,-122.8680774
156TH ST / 86B AVE,Fatal/Injury Collision,10,2013,49.1603662,-122.7902313
142ND ST / 60TH AVE,Fatal/Injury Collision,10,2013,49.111846,-122.828829
96TH AVE / 192ND ST,Fatal/Injury Collision,10,2013,49.1770399,-122.6904511
88TH AVE / 128TH ST,Fatal/Injury Collision,10,2013,49.1625479,-122.868114
88TH AVE / 132ND ST,Fatal/Injury Collision,10,2013,49.16259609999999,-122.8568769
102ND AVE / WHALLEY BLVD,Fatal/Injury Collision,10,2013,49.18784350000001,-122.8432483
126TH ST / 64TH AVE,Fatal/Injury Collision,10,2013,49.1192137,-122.8733633
96TH AVE / 190TH ST,Fatal/Injury Collision,10,2013,49.17701230000001,-122.6960806
132ND ST / 90TH AVE,Fatal/Injury Collision,10,2013,49.1662818,-122.8568947
100TH AVE / WHALLEY BLVD,Fatal/Injury Collision,10,2013,49.1843145,-122.8432482
108TH AVE / 144TH ST,Fatal/Injury Collision,10,2013,49.1987793,-122.8230401
58TH ST / KING GEORGE BLVD,Fatal/Injury Collision,10,2013,49.1083607,-122.8359627
78A AVE / 144TH ST,Fatal/Injury Collision,10,2013,49.1450537,-122.8234111
115TH AVE / 131ST ST,Fatal/Injury Collision,10,2013,49.2112339,-122.8590773
144TH ST / 78TH AVE,Fatal/Injury Collision,10,2013,49.1443678,-122.8234145
KING GEORGE BLVD / 72ND AVE,Fatal/Injury Collision,10,2013,49.1335876,-122.8455784
176TH ST / FRASER HWY,Fatal/Injury Collision,10,2013,49.1379885,-122.734677
156TH ST / 82ND AVE,Fatal/Injury Collision,10,2013,49.151867,-122.790129
144TH ST / 64TH AVE,Fatal/Injury Collision,10,2013,49.11917159999999,-122.8232353
76TH AVE / HURDLE CRES,Fatal/Injury Collision,10,2013,49.1410207,-122.8665086
140TH ST / 72ND AVE,Fatal/Injury Collision,10,2013,49.133595,-122.834452
88TH AVE / 146TH ST,Fatal/Injury Collision,10,2013,49.16291040000001,-122.817907
152ND ST / FRASER HWY,Fatal/Injury Collision,10,2013,49.1661587,-122.8015676
150TH ST / 84TH AVE,Fatal/Injury Collision,10,2013,49.15552410000001,-122.806951
154TH ST / 104TH AVE,Fatal/Injury Collision,10,2013,49.191558,-122.7953246
108TH AVE / 160TH ST,Fatal/Injury Collision,10,2013,49.1988596,-122.7786006
194TH ST / 66TH AVE,Fatal/Injury Collision,10,2013,49.1236955,-122.6853189
KING GEORGE BLVD / 16TH AVE,Fatal/Injury Collision,10,2013,49.0310683,-122.7755382
146TH ST / 81A AVE,Fatal/Injury Collision,10,2013,49.150842,-122.817614
100TH AVE / 144TH ST,Fatal/Injury Collision,10,2013,49.1840916,-122.823093
140TH ST / 102ND AVE,Fatal/Injury Collision,10,2013,49.1877459,-122.8341631
84TH AVE / 152ND ST,Fatal/Injury Collision,10,2013,49.15554359999999,-122.8013318
159TH ST / FRASER HWY,Fatal/Injury Collision,10,2013,49.1586564,-122.7822179
150TH ST / 70A AVE,Fatal/Injury Collision,10,2013,49.1309921,-122.8066206
176TH ST / 16TH AVE,Fatal/Injury Collision,10,2013,49.03120320000001,-122.7351642
100TH AVE / 156TH ST,Fatal/Injury Collision,10,2013,49.18435700000001,-122.789804
104TH AVE / WHALLEY BLVD,Fatal/Injury Collision,10,2013,49.191621,-122.8418961
85A AVE / 144TH ST,Fatal/Injury Collision,10,2013,49.157809,-122.8233938
88TH AVE / FRASER HWY,Fatal/Injury Collision,10,2013,49.1630721,-122.7938233
112A AVE / 126A ST,Fatal/Injury Collision,10,2013,49.20700009999999,-122.8708409
KING GEORGE BLVD / 26TH AVE,Fatal/Injury Collision,10,2013,49.049003,-122.7980095
72ND AVE / 120TH ST,Fatal/Injury Collision,10,2013,49.1341438,-122.8902726
160TH ST / 96TH AVE,Fatal/Injury Collision,10,2013,49.1768481,-122.7789836
129A ST / 70B AVE,Fatal/Injury Collision,10,2013,49.13124579999999,-122.863555
56TH AVE / 176TH ST,Fatal/Injury Collision,10,2013,49.1041901,-122.7350103
COLEBROOK RD / 131A ST,Fatal/Injury Collision,10,2013,49.0948244,-122.8577533
125TH ST / 95TH AVE,Fatal/Injury Collision,10,2013,49.1753335,-122.8764303
192ND ST / HARVIE RD,Fatal/Injury Collision,10,2013,49.1689924,-122.6941252
168TH ST / 8TH AVE,Fatal/Injury Collision,10,2013,49.0165327,-122.7547832
72ND AVE / KING GEORGE BLVD,Fatal/Injury Collision,10,2013,49.1335876,-122.8455784
161ST ST / 96TH AVE,Fatal/Injury Collision,10,2013,49.1769572,-122.7761421
176TH ST / 64TH AVE,Fatal/Injury Collision,10,2013,49.1188307,-122.7351079
8TH AVE / 8TH AVE OFRP,Fatal/Injury Collision,10,2013,49.1044302,-122.801094
FRASER HWY / 140TH ST,Fatal/Injury Collision,10,2013,49.178799,-122.8344448
104TH AVE / 160TH ST,Fatal/Injury Collision,10,2013,49.1908501,-122.7783601
138TH ST / 74TH AVE,Fatal/Injury Collision,10,2013,49.137245,-122.8387536
152ND ST / GUILDFORD DR,Fatal/Injury Collision,10,2013,49.1969617,-122.8007487
68TH AVE / 125TH ST,Fatal/Injury Collision,10,2013,49.1266383,-122.876231
148TH ST / 24TH AVE,Fatal/Injury Collision,10,2013,49.045677,-122.8123161
KING GEORGE BLVD / 16TH AVE,Fatal/Injury Collision,10,2013,49.0310683,-122.7755382
146TH ST / 24TH AVE,Fatal/Injury Collision,10,2013,49.0456887,-122.8176544
UNIVERSITY DR / 103RD AVE,Fatal/Injury Collision,10,2013,49.1044302,-122.801094
192ND ST / 80TH AVE,Fatal/Injury Collision,10,2013,49.14816949999999,-122.6907203
160TH ST / 16TH AVE,Fatal/Injury Collision,10,2013,49.031113,-122.7792406
102ND AVE / WHALLEY BLVD,Fatal/Injury Collision,10,2013,49.18784350000001,-122.8432483
96TH AVE / 128TH ST,Fatal/Injury Collision,10,2013,49.1771275,-122.8679718
132ND ST / 72ND AVE,Fatal/Injury Collision,10,2013,49.1337905,-122.8568006
176TH ST / 32ND AVE,Fatal/Injury Collision,10,2013,49.0601293,-122.7353519
148TH ST / 24TH AVE,Fatal/Injury Collision,10,2013,49.045677,-122.8123161
72ND AVE / 184TH ST,Fatal/Injury Collision,10,2013,49.1333291,-122.7125131
FRASER HWY / 166TH ST,Fatal/Injury Collision,10,2013,49.1507373,-122.7622622
88TH AVE / 140TH ST,Fatal/Injury Collision,10,2013,49.162836,-122.8346462
56TH AVE / 184TH ST,Fatal/Injury Collision,10,2013,49.1041218,-122.7126771
16TH AVE / 176TH ST,Fatal/Injury Collision,10,2013,49.03120320000001,-122.7351642
96TH AVE / 128TH ST,Fatal/Injury Collision,10,2013,49.1771275,-122.8679718
120TH ST / 75A AVE,Fatal/Injury Collision,10,2013,49.1401753,-122.8902627
88TH AVE / 152ND ST,Fatal/Injury Collision,10,2013,49.1628918,-122.801562
76TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,10,2013,49.1408717,-122.845624
128TH ST / 85TH AVE,Fatal/Injury Collision,10,2013,49.1574493,-122.8680047
136TH ST / 20TH AVE,Fatal/Injury Collision,10,2013,49.0384743,-122.8454567
152ND ST / 94TH AVE,Fatal/Injury Collision,10,2013,49.173489,-122.8012238
72ND AVE / 120TH ST,Fatal/Injury Collision,10,2013,49.1341438,-122.8902726
80B AVE / 140TH ST,Fatal/Injury Collision,10,2013,49.1492516,-122.834568
152ND ST / 72ND AVE,Fatal/Injury Collision,10,2013,49.13373319999999,-122.8011655
150TH ST / SOUTHMERE CRES E,Fatal/Injury Collision,10,2013,49.0370289,-122.806738
88TH AVE / FRASER HWY,Fatal/Injury Collision,10,2013,49.1630721,-122.7938233
123RD ST / 72A AVE,Fatal/Injury Collision,10,2013,49.1348777,-122.8813904
88TH AVE / 142A ST,Fatal/Injury Collision,10,2013,49.1627929,-122.8277177
176TH ST / 24TH AVE,Fatal/Injury Collision,10,2013,49.0456622,-122.7353805
132ND ST / 64TH AVE,Fatal/Injury Collision,10,2013,49.1190681,-122.856495
SCOTT RD / OLD YALE RD,Fatal/Injury Collision,10,2013,49.1991867,-122.8824131
72ND AVE / 138TH ST,Fatal/Injury Collision,10,2013,49.1335528,-122.8385853
32ND AVE / KING GEORGE BLVD,Fatal/Injury Collision,10,2013,49.0601905,-122.811891
32ND AVE / KING GEORGE BLVD,Fatal/Injury Collision,10,2013,49.0601905,-122.811891
96TH AVE / 120TH ST,Fatal/Injury Collision,10,2013,49.1771248,-122.8900787
184TH ST / 56TH AVE,Fatal/Injury Collision,10,2013,49.1041218,-122.7126771
84TH AVE / 152ND ST,Fatal/Injury Collision,10,2013,49.15554359999999,-122.8013318
132ND ST / KING GEORGE BLVD,Fatal/Injury Collision,10,2013,49.2063838,-122.8564815
102ND AVE / WHALLEY BLVD,Fatal/Injury Collision,10,2013,49.18784350000001,-122.8432483
188TH ST / 65TH AVE,Fatal/Injury Collision,10,2013,49.12077550000001,-122.7017114
105A AVE / KING GEORGE BLVD,Fatal/Injury Collision,10,2013,49.194466,-122.845423
140TH ST / 90TH AVE,Fatal/Injury Collision,10,2013,49.1664889,-122.8346185
104TH AVE / 150TH ST,Fatal/Injury Collision,10,2013,49.191439,-122.8064123
140TH ST / 96TH AVE,Fatal/Injury Collision,10,2013,49.1769204,-122.8346279
152ND ST / 56TH AVE,Fatal/Injury Collision,10,2013,49.1045154,-122.8011739
78TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,10,2013,49.144313,-122.8458296
FRASER HWY / 156TH ST,Fatal/Injury Collision,10,2013,49.1617811,-122.7902613
101ST AVE / 152ND ST,Fatal/Injury Collision,10,2013,49.1861189,-122.8008242
KING GEORGE BLVD / 72ND AVE,Fatal/Injury Collision,10,2013,49.1335876,-122.8455784
KING GEORGE BLVD / 44TH AVE,Fatal/Injury Collision,10,2013,49.0819303,-122.8204216
132ND ST / 58TH AVE,Fatal/Injury Collision,10,2013,49.1044302,-122.801094
152ND ST / FRASER HWY,Fatal/Injury Collision,10,2013,49.1661587,-122.8015676
172ND ST / 60TH AVE,Fatal/Injury Collision,10,2013,49.1115301,-122.7460385
106TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,10,2013,49.195236,-122.8453941
154TH ST / 32ND AVE,Fatal/Injury Collision,10,2013,49.060605,-122.797499
152ND ST / 40TH AVE,Fatal/Injury Collision,10,2013,49.0746443,-122.8012227
88TH AVE / 124TH ST,Fatal/Injury Collision,10,2013,49.1631669,-122.8791039
KING GEORGE BLVD / 102ND AVE,Fatal/Injury Collision,10,2013,49.1878257,-122.8455894
108TH AVE / WHALLEY BLVD,Fatal/Injury Collision,10,2013,49.1988973,-122.8427018
84TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,10,2013,49.1554464,-122.845802
124TH ST / 82ND AVE,Fatal/Injury Collision,10,2013,49.1520486,-122.8791038
84TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,10,2013,49.1554464,-122.845802
152ND ST / 64TH AVE,Fatal/Injury Collision,10,2013,49.1191172,-122.8009159
120TH ST / 72ND AVE,Fatal/Injury Collision,10,2013,49.1341438,-122.8902726
152ND ST / 16TH AVE,Fatal/Injury Collision,10,2013,49.0311671,-122.8012678
160TH ST / 110TH AVE,Fatal/Injury Collision,10,2013,49.2024339,-122.7787142
120TH ST / NORDEL WAY,Fatal/Injury Collision,10,2013,49.16210239999999,-122.8902853
152ND ST / 101ST AVE,Fatal/Injury Collision,10,2013,49.1861189,-122.8008242
132ND ST / 92ND AVE,Fatal/Injury Collision,10,2013,49.1699346,-122.8568797
148TH ST / 96TH AVE,Fatal/Injury Collision,10,2013,49.176918,-122.8123012
156TH ST / 104TH AVE,Fatal/Injury Collision,10,2013,49.19162,-122.7897491
55A AVE / 132A ST,Fatal/Injury Collision,10,2013,49.1033886,-122.8552943
176TH ST / 96TH AVE,Fatal/Injury Collision,10,2013,49.1765485,-122.7348644
128TH ST / 88TH AVE,Fatal/Injury Collision,10,2013,49.1625479,-122.868114
BRIDGEVIEW DR / SOUTH FRASER PERIMETER R,Fatal/Injury Collision,10,2013,49.21317579999999,-122.8618348
64TH AVE / 168TH ST,Fatal/Injury Collision,10,2013,49.11893569999999,-122.7566326
BRIDGEVIEW DR / 115TH AVE,Fatal/Injury Collision,10,2013,49.2112273,-122.8618495
70A AVE / 142ND ST,Fatal/Injury Collision,10,2013,49.130914,-122.828859
88TH AVE / 124A ST,Fatal/Injury Collision,10,2013,49.1631893,-122.8774488
FRASER HWY / 88TH AVE,Fatal/Injury Collision,10,2013,49.1630721,-122.7938233
KING GEORGE BLVD / 132ND ST,Fatal/Injury Collision,10,2013,49.2063838,-122.8564815
104TH AVE / 176TH ST,Fatal/Injury Collision,10,2013,49.191447,-122.7384679
88TH AVE / 141A ST,Fatal/Injury Collision,10,2013,49.1627698,-122.8309745
128TH ST / 88TH AVE,Fatal/Injury Collision,10,2013,49.1625479,-122.868114
160TH ST / 103RD AVE,Fatal/Injury Collision,10,2013,49.1893706,-122.7787103
GROSVENOR RD / HANSEN RD,Fatal/Injury Collision,10,2013,49.20401649999999,-122.8361346
87TH AVE / 128TH ST,Fatal/Injury Collision,10,2013,49.1607025,-122.8681414
128TH ST / 100TH AVE,Fatal/Injury Collision,10,2013,49.1844639,-122.8677572
148TH ST / 20TH AVE,Fatal/Injury Collision,10,2013,49.0384858,-122.8121521
72ND AVE / 144TH ST,Fatal/Injury Collision,10,2013,49.1336772,-122.8234103
108TH AVE / 152ND ST,Fatal/Injury Collision,10,2013,49.198728,-122.800842
64TH AVE / 176TH ST,Fatal/Injury Collision,10,2013,49.1188307,-122.7351079
96TH AVE / 152ND ST,Fatal/Injury Collision,10,2013,49.17688039999999,-122.8010288
128TH ST / 82ND AVE,Fatal/Injury Collision,10,2013,49.1503182,-122.8679969
152ND ST / FRASER HWY,Fatal/Injury Collision,10,2013,49.1661587,-122.8015676
176TH ST / 80TH AVE,Fatal/Injury Collision,10,2013,49.14802710000001,-122.7349616
140TH ST / 77TH AVE,Fatal/Injury Collision,10,2013,49.14274,-122.834526
KING GEORGE BLVD / 72ND AVE,Fatal/Injury Collision,10,2013,49.1335876,-122.8455784
132ND ST / 96TH AVE,Fatal/Injury Collision,10,2013,49.1771471,-122.8568228
64TH AVE / 132ND ST,Fatal/Injury Collision,10,2013,49.1190681,-122.856495
125A ST / 92ND AVE,Fatal/Injury Collision,10,2013,49.1700796,-122.8748593
126TH ST / 64TH AVE,Fatal/Injury Collision,10,2013,49.1192137,-122.8733633
56TH AVE / 152ND ST,Fatal/Injury Collision,10,2013,49.1045154,-122.8011739
120TH ST / 100A AVE,Fatal/Injury Collision,10,2013,49.1856757,-122.8900991
120TH ST / 96TH AVE,Fatal/Injury Collision,10,2013,49.1771248,-122.8900787
78TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,10,2013,49.144313,-122.8458296
152ND ST / 64TH AVE,Fatal/Injury Collision,10,2013,49.1191172,-122.8009159
128TH ST / 80TH AVE,Fatal/Injury Collision,10,2013,49.1481747,-122.8680774
128TH ST / 80TH AVE,Fatal/Injury Collision,10,2013,49.1481747,-122.8680774
100TH AVE / 150TH ST,Fatal/Injury Collision,10,2013,49.18420099999999,-122.806446
128TH ST / 76TH AVE,Fatal/Injury Collision,10,2013,49.1410308,-122.8678486
