HUNDRED_BLOCK,INCIDENT_TYPE,MONTH,YEAR,LATITUDE,LONGTITUDE
UNIVERSITY DR / 102ND AVE,Fatal/Injury Collision,1,2011,49.1885039,-122.8500089
120TH ST / 92A AVE,Fatal/Injury Collision,1,2011,49.1713712,-122.8901748
180TH ST / 56TH AVE,Fatal/Injury Collision,1,2011,49.1041422,-122.7239003
80TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,1,2011,49.1481495,-122.8458354
88TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,1,2011,49.1627081,-122.8458917
24TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,1,2011,49.0455228,-122.7934725
64TH AVE / 184TH ST,Fatal/Injury Collision,1,2011,49.1188094,-122.7126571
108TH AVE / 135A ST,Fatal/Injury Collision,1,2011,49.1989204,-122.8473695
108TH AVE / 135A ST,Fatal/Injury Collision,1,2011,49.1989204,-122.8473695
144TH ST / FRASER HWY,Fatal/Injury Collision,1,2011,49.174586,-122.8234233
104TH AVE / 160TH ST,Fatal/Injury Collision,1,2011,49.1908501,-122.7783601
100TH AVE / 140TH ST,Fatal/Injury Collision,1,2011,49.184221,-122.834188
FRASER HWY / 176TH ST,Fatal/Injury Collision,1,2011,49.1379885,-122.734677
130TH ST / 98B AVE,Fatal/Injury Collision,1,2011,49.1823179,-122.8621877
88TH AVE / 148TH ST,Fatal/Injury Collision,1,2011,49.1628933,-122.8123432
176TH ST / 88TH AVE,Fatal/Injury Collision,1,2011,49.16259429999999,-122.7348772
128TH ST / 88TH AVE,Fatal/Injury Collision,1,2011,49.1625479,-122.868114
72ND AVE / 140TH ST,Fatal/Injury Collision,1,2011,49.133595,-122.834452
184TH ST / 60TH AVE,Fatal/Injury Collision,1,2011,49.1114316,-122.7127067
24TH AVE / CROYDON DR,Fatal/Injury Collision,1,2011,49.04550219999999,-122.7828082
82ND AVE / 120TH ST,Fatal/Injury Collision,1,2011,49.152274,-122.8903788
152ND ST / 56TH AVE,Fatal/Injury Collision,1,2011,49.1045154,-122.8011739
SCOTT RD / 103A AVE,Fatal/Injury Collision,1,2011,49.1906134,-122.8904124
150TH ST / 104TH AVE,Fatal/Injury Collision,1,2011,49.191439,-122.8064123
16TH AVE / 152ND ST,Fatal/Injury Collision,1,2011,49.0311671,-122.8012678
132ND ST / 88TH AVE,Fatal/Injury Collision,1,2011,49.16259609999999,-122.8568769
130TH ST / 76TH AVE,Fatal/Injury Collision,1,2011,49.14097899999999,-122.8618301
68TH AVE / FRASER HWY,Fatal/Injury Collision,1,2011,49.1256536,-122.7062946
120TH ST / 93A AVE,Fatal/Injury Collision,1,2011,49.1729901,-122.8901401
184TH ST / 60TH AVE,Fatal/Injury Collision,1,2011,49.1114316,-122.7127067
84TH AVE / 128TH ST,Fatal/Injury Collision,1,2011,49.1554236,-122.8679958
KING GEORGE BLVD / 80TH AVE,Fatal/Injury Collision,1,2011,49.1481495,-122.8458354
96TH AVE / 148TH ST,Fatal/Injury Collision,1,2011,49.176918,-122.8123012
128TH ST / 96TH AVE,Fatal/Injury Collision,1,2011,49.1771275,-122.8679718
72ND AVE / 152ND ST,Fatal/Injury Collision,1,2011,49.13373319999999,-122.8011655
CROYDON DR / 24TH AVE,Fatal/Injury Collision,1,2011,49.04550219999999,-122.7828082
KING GEORGE BLVD / 104TH AVE,Fatal/Injury Collision,1,2011,49.1916539,-122.8454572
152ND ST / 91ST AVE,Fatal/Injury Collision,1,2011,49.1682847,-122.8012593
160TH ST / 88A AVE,Fatal/Injury Collision,1,2011,49.163747,-122.7787782
68TH AVE / 120TH ST,Fatal/Injury Collision,1,2011,49.1266972,-122.8903604
68TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,1,2011,49.1262505,-122.8457025
104TH AVE / WHALLEY BLVD,Fatal/Injury Collision,1,2011,49.191621,-122.8418961
64TH AVE / 152ND ST,Fatal/Injury Collision,1,2011,49.1191172,-122.8009159
68TH AVE / 128TH ST,Fatal/Injury Collision,1,2011,49.1265835,-122.867898
132ND ST / 100TH AVE,Fatal/Injury Collision,1,2011,49.184382,-122.8565405
88TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,1,2011,49.1627081,-122.8458917
128TH ST / 58TH AVE,Fatal/Injury Collision,1,2011,49.1044302,-122.801094
72ND AVE / 128TH ST,Fatal/Injury Collision,1,2011,49.1339581,-122.8679659
KING GEORGE BLVD / 104TH AVE,Fatal/Injury Collision,1,2011,49.1916539,-122.8454572
HALL RD / 72ND AVE,Fatal/Injury Collision,1,2011,49.1335223,-122.8483827
KING GEORGE BLVD / 72ND AVE,Fatal/Injury Collision,1,2011,49.1335876,-122.8455784
104TH AVE / 160TH ST,Fatal/Injury Collision,1,2011,49.1908501,-122.7783601
132ND ST / 64TH AVE,Fatal/Injury Collision,1,2011,49.1190681,-122.856495
WHALLEY BLVD / FRASER HWY,Fatal/Injury Collision,1,2011,49.18067480000001,-122.841427
MARTIN DR / SOUTHMERE CRES E,Fatal/Injury Collision,1,2011,49.0346182,-122.8031792
104TH AVE / 132ND ST,Fatal/Injury Collision,1,2011,49.1917191,-122.8564401
132ND ST / 96TH AVE,Fatal/Injury Collision,1,2011,49.1771471,-122.8568228
77TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,1,2011,49.1426887,-122.845647
96TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,1,2011,49.1769822,-122.8458654
152ND ST / 56TH AVE,Fatal/Injury Collision,1,2011,49.1045154,-122.8011739
152ND ST / 96TH AVE,Fatal/Injury Collision,1,2011,49.17688039999999,-122.8010288
164TH ST / 80TH AVE,Fatal/Injury Collision,1,2011,49.1482348,-122.7676605
64TH AVE / 168TH ST,Fatal/Injury Collision,1,2011,49.11893569999999,-122.7566326
84TH AVE / 128TH ST,Fatal/Injury Collision,1,2011,49.1554236,-122.8679958
152ND ST / 100TH AVE,Fatal/Injury Collision,1,2011,49.1842025,-122.8008292
122ND ST / 72ND AVE,Fatal/Injury Collision,1,2011,49.13398309999999,-122.8848226
98TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,1,2011,49.1804704,-122.845495
120A ST / 75A AVE,Fatal/Injury Collision,1,2011,49.140158,-122.888896
140TH ST / 104TH AVE,Fatal/Injury Collision,1,2011,49.19152099999999,-122.8341425
152A ST / 102A AVE,Fatal/Injury Collision,1,2011,49.188753,-122.799501
144TH ST / 104TH AVE,Fatal/Injury Collision,1,2011,49.191483,-122.8231132
FRASER HWY / WHALLEY BLVD,Fatal/Injury Collision,1,2011,49.18067480000001,-122.841427
160TH ST / 104TH AVE,Fatal/Injury Collision,1,2011,49.1908501,-122.7783601
140TH ST / FRASER HWY,Fatal/Injury Collision,1,2011,49.178799,-122.8344448
128TH ST / 58TH AVE,Fatal/Injury Collision,1,2011,49.1044302,-122.801094
76TH AVE / 128TH ST,Fatal/Injury Collision,1,2011,49.1410308,-122.8678486
96TH AVE / 128TH ST,Fatal/Injury Collision,1,2011,49.1771275,-122.8679718
HWY 99 / KING GEORGE BLVD OFRP,Fatal/Injury Collision,1,2011,49.1044302,-122.801094
WHALLEY BLVD / 102ND AVE,Fatal/Injury Collision,1,2011,49.18784350000001,-122.8432483
KING GEORGE BLVD / 32ND AVE DVRS,Fatal/Injury Collision,1,2011,49.1044302,-122.801094
160TH ST / 56TH AVE,Fatal/Injury Collision,1,2011,49.10442159999999,-122.7791262
126TH ST / 96TH AVE,Fatal/Injury Collision,1,2011,49.1772241,-122.873593
FRASER HWY / 144TH ST,Fatal/Injury Collision,1,2011,49.174586,-122.8234233
104TH AVE / 152ND ST,Fatal/Injury Collision,1,2011,49.1915254,-122.8009848
184TH ST / 80TH AVE,Fatal/Injury Collision,1,2011,49.1478936,-122.7123787
24TH AVE / 140TH ST,Fatal/Injury Collision,1,2011,49.04572539999999,-122.8344014
26TH AVE / 176TH ST,Fatal/Injury Collision,1,2011,49.04927120000001,-122.7353956
152ND ST / 24TH AVE,Fatal/Injury Collision,1,2011,49.045672,-122.8011485
76TH AVE / 128TH ST,Fatal/Injury Collision,1,2011,49.1410308,-122.8678486
88TH AVE / 148TH ST,Fatal/Injury Collision,1,2011,49.1628933,-122.8123432
104TH AVE / 160TH ST,Fatal/Injury Collision,1,2011,49.1908501,-122.7783601
KING GEORGE BLVD / 88TH AVE,Fatal/Injury Collision,1,2011,49.1627081,-122.8458917
140TH ST / 108TH AVE,Fatal/Injury Collision,1,2011,49.1988352,-122.8341259
96TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,1,2011,49.1769822,-122.8458654
152ND ST / 56TH AVE,Fatal/Injury Collision,1,2011,49.1045154,-122.8011739
144TH ST / 106TH AVE,Fatal/Injury Collision,1,2011,49.195177,-122.82306
84TH AVE / 152ND ST,Fatal/Injury Collision,1,2011,49.15554359999999,-122.8013318
KING GEORGE BLVD / 96TH AVE,Fatal/Injury Collision,1,2011,49.1769822,-122.8458654
168TH ST / 61ST AVE,Fatal/Injury Collision,1,2011,49.1133563,-122.7567069
88TH AVE / 128TH ST,Fatal/Injury Collision,1,2011,49.1625479,-122.868114
KING GEORGE BLVD / 160TH ST,Fatal/Injury Collision,1,2011,49.033982,-122.7792553
108TH AVE / 140TH ST,Fatal/Injury Collision,1,2011,49.1988352,-122.8341259
82ND AVE / 128TH ST,Fatal/Injury Collision,1,2011,49.1503182,-122.8679969
176TH ST / FRASER HWY,Fatal/Injury Collision,1,2011,49.1379885,-122.734677
72ND AVE / 134TH ST,Fatal/Injury Collision,1,2011,49.1335753,-122.8511542
72ND AVE / 140TH ST,Fatal/Injury Collision,1,2011,49.133595,-122.834452
152ND ST / 91ST AVE,Fatal/Injury Collision,1,2011,49.1682847,-122.8012593
96TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,1,2011,49.1769822,-122.8458654
SOUTH FRASER WAY / TANNERY RD,Fatal/Injury Collision,1,2011,49.1984295,-122.8914089
80TH AVE / 120TH ST,Fatal/Injury Collision,1,2011,49.14854649999999,-122.8902957
76TH AVE / 128TH ST,Fatal/Injury Collision,1,2011,49.1410308,-122.8678486
64TH AVE / 144TH ST,Fatal/Injury Collision,1,2011,49.11917159999999,-122.8232353
102ND AVE / KING GEORGE BLVD,Fatal/Injury Collision,1,2011,49.1878257,-122.8455894
128TH ST / 68TH AVE,Fatal/Injury Collision,1,2011,49.1265835,-122.867898
133A ST / 88TH AVE,Fatal/Injury Collision,1,2011,49.1627222,-122.8528138
140TH ST / FRASER HWY,Fatal/Injury Collision,1,2011,49.178799,-122.8344448
132ND ST / 68TH AVE,Fatal/Injury Collision,1,2011,49.126411,-122.8567036
176TH ST / 60TH AVE,Fatal/Injury Collision,1,2011,49.1114306,-122.7350141
140TH ST / 64TH AVE,Fatal/Injury Collision,1,2011,49.1190496,-122.8343971
KING GEORGE BLVD / 70A AVE,Fatal/Injury Collision,1,2011,49.1302725,-122.8455579
60TH AVE / 163RD ST,Fatal/Injury Collision,1,2011,49.1116042,-122.771346
192ND ST / 64TH AVE,Fatal/Injury Collision,1,2011,49.118617,-122.6922411
152A ST / 102A AVE,Fatal/Injury Collision,1,2011,49.188753,-122.799501
KING GEORGE BLVD / 88TH AVE,Fatal/Injury Collision,1,2011,49.1627081,-122.8458917
152ND ST / 76TH AVE,Fatal/Injury Collision,1,2011,49.1410654,-122.8011438
8700 BLK / 161ST ST,Fatal/Injury Collision,1,2011,49.1044302,-122.801094
105A AVE / KING GEORGE BLVD,Fatal/Injury Collision,1,2011,49.194466,-122.845423
60TH AVE / 150TH ST,Fatal/Injury Collision,1,2011,49.1117607,-122.8065726
KING GEORGE BLVD / 73RD AVE,Fatal/Injury Collision,1,2011,49.135087,-122.845762
16TH AVE / 152ND ST,Fatal/Injury Collision,1,2011,49.0311671,-122.8012678
152ND ST / KING GEORGE BLVD,Fatal/Injury Collision,1,2011,49.0518642,-122.8013477
64TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,1,2011,49.1190816,-122.8454849
GOLDEN EARS WAY / 96TH AVE CONN,Fatal/Injury Collision,1,2011,49.1791443,-122.7133507
152ND ST / 32ND AVE,Fatal/Injury Collision,1,2011,49.0615205,-122.8011519
152ND ST / 96TH AVE,Fatal/Injury Collision,1,2011,49.17688039999999,-122.8010288
KING GEORGE BLVD / 56TH AVE,Fatal/Injury Collision,1,2011,49.1045161,-122.8311761
108TH AVE / ORIOLE DR,Fatal/Injury Collision,1,2011,49.1987374,-122.8086396
56TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,1,2011,49.1045161,-122.8311761
88TH AVE / 150TH ST,Fatal/Injury Collision,1,2011,49.162898,-122.80694
172ND ST / 84TH AVE,Fatal/Injury Collision,1,2011,49.15519800000001,-122.745933
COLEBROOK RD / KING GEORGE BLVD,Fatal/Injury Collision,1,2011,49.097278,-122.8176528
KING GEORGE BLVD / 70A AVE,Fatal/Injury Collision,1,2011,49.1302725,-122.8455579
60TH AVE / 136TH ST,Fatal/Injury Collision,1,2011,49.1044302,-122.801094
32ND AVE / 184TH ST,Fatal/Injury Collision,1,2011,49.0602015,-122.713466
102ND AVE / KING GEORGE BLVD,Fatal/Injury Collision,1,2011,49.1878257,-122.8455894
104TH AVE / 148TH ST,Fatal/Injury Collision,1,2011,49.1914609,-122.8124332
192ND ST / 48TH AVE,Fatal/Injury Collision,1,2011,49.0895567,-122.6907247
162ND ST / FRASER HWY,Fatal/Injury Collision,1,2011,49.1553018,-122.7735446
77TH AVE / 142ND ST,Fatal/Injury Collision,1,2011,49.142792,-122.829021
16TH AVE / 176TH ST,Fatal/Injury Collision,1,2011,49.03120320000001,-122.7351642
SOUTH FRASER WAY / 103A AVE,Fatal/Injury Collision,1,2011,49.1939471,-122.8953937
SOUTH FRASER WAY / 103A AVE,Fatal/Injury Collision,1,2011,49.1939471,-122.8953937
149TH ST / 101A AVE,Fatal/Injury Collision,1,2011,49.1868789,-122.8092654
152ND ST / 56TH AVE,Fatal/Injury Collision,1,2011,49.1045154,-122.8011739
128TH ST / 88TH AVE,Fatal/Injury Collision,1,2011,49.1625479,-122.868114
96TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,1,2011,49.1769822,-122.8458654
130TH ST / 72ND AVE,Fatal/Injury Collision,1,2011,49.1337487,-122.8622977
126A ST / 62ND AVE,Fatal/Injury Collision,1,2011,49.1154936,-122.8723199
108TH AVE / 148TH ST,Fatal/Injury Collision,1,2011,49.1987331,-122.8124861
80TH AVE / 122A ST,Fatal/Injury Collision,1,2011,49.1484588,-122.8832314
124TH ST / 75TH AVE,Fatal/Injury Collision,1,2011,49.1392834,-122.8790575
194TH ST / 68TH AVE,Fatal/Injury Collision,1,2011,49.1044302,-122.801094
132ND ST / 88TH AVE,Fatal/Injury Collision,1,2011,49.16259609999999,-122.8568769
128TH ST / 58TH AVE,Fatal/Injury Collision,1,2011,49.1044302,-122.801094
88TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,1,2011,49.1627081,-122.8458917
40TH AVE / 176TH ST,Fatal/Injury Collision,1,2011,49.07459559999999,-122.7357448
13300 60TH AVE,Fatal/Injury Collision,2,2011,49.1118837,-122.8541555
10700 KING GEORGE BLVD,Fatal/Injury Collision,2,2011,49.1970868,-122.8450519
8500 151A ST,Fatal/Injury Collision,2,2011,49.15741509999999,-122.8028852
12800 96TH AVE,Fatal/Injury Collision,2,2011,49.1771103,-122.8693067
7200 KING GEORGE BLVD,Fatal/Injury Collision,2,2011,49.1337923,-122.8457738
6600  135TH ST,Fatal/Injury Collision,2,2011,49.123517,-122.8482748
6600  135TH ST,Fatal/Injury Collision,2,2011,49.123517,-122.8482748
14600 56TH AVE,Fatal/Injury Collision,2,2011,49.1044425,-122.8181115
14800 87A AVE,Fatal/Injury Collision,2,2011,49.1618456,-122.8122139
14600  96TH AVE,Fatal/Injury Collision,2,2011,49.1765605,-122.8283438
14200 56TH AVE,Fatal/Injury Collision,2,2011,49.1045087,-122.8289813
7100  132ND ST,Fatal/Injury Collision,2,2011,49.1316654,-122.8566424
8200 120TH ST,Fatal/Injury Collision,2,2011,49.15227429999999,-122.89036
3800 152ND ST,Fatal/Injury Collision,2,2011,49.0713272,-122.8011892
13700 96TH AVE,Fatal/Injury Collision,2,2011,49.176868,-122.84385
8400  132ND ST,Fatal/Injury Collision,2,2011,49.1553766,-122.8568338
6700 150TH ST,Fatal/Injury Collision,2,2011,49.1243537,-122.8065758
13300 COMBER WAY,Fatal/Injury Collision,2,2011,49.1365786,-122.8540383
8100  168TH ST,Fatal/Injury Collision,2,2011,49.1501258,-122.7564781
12200 KING GEORGE BLVD,Fatal/Injury Collision,2,2011,49.20573599999999,-122.884776
2600 176TH ST,Fatal/Injury Collision,2,2011,49.0490432,-122.7353757
12300 OLD YALE RD,Fatal/Injury Collision,2,2011,49.198412,-122.881379
14600 104TH AVE,Fatal/Injury Collision,2,2011,49.1914808,-122.8179335
9300 184TH ST,Fatal/Injury Collision,2,2011,49.1717907,-122.7126646
19500 LANGLEY BPS,Fatal/Injury Collision,2,2011,49.1079398,-122.6824431
14600 81A AVE,Fatal/Injury Collision,2,2011,49.1508299,-122.8176646
8500 142A ST,Fatal/Injury Collision,2,2011,49.1574812,-122.8268756
6500 124TH ST,Fatal/Injury Collision,2,2011,49.1211397,-122.8789578
12800 72ND AVE,Fatal/Injury Collision,2,2011,49.1338083,-122.8678271
13700 104TH AVE,Fatal/Injury Collision,2,2011,49.19152709999999,-122.8427062
11300 132ND ST,Fatal/Injury Collision,2,2011,49.2080529,-122.8563373
14800 104TH AVE,Fatal/Injury Collision,2,2011,49.1914486,-122.8124334
10100 KING GEORGE BLVD,Fatal/Injury Collision,2,2011,49.186183,-122.845107
8900 152ND ST,Fatal/Injury Collision,2,2011,49.1646724,-122.8008336
12600 72ND AVE,Fatal/Injury Collision,2,2011,49.1339907,-122.8737099
7500 KING GEORGE BLVD,Fatal/Injury Collision,2,2011,49.1387438,-122.8456021
12800 85TH AVE,Fatal/Injury Collision,2,2011,49.1573964,-122.7992737
8200 124TH ST,Fatal/Injury Collision,2,2011,49.1521036,-122.8790848
7000 KING GEORGE BLVD,Fatal/Injury Collision,2,2011,49.1302549,-122.8455391
13600 100TH AVE,Fatal/Injury Collision,2,2011,49.1843026,-122.8454326
13700 72A AVE,Fatal/Injury Collision,2,2011,49.13489089999999,-122.8428006
13700 72ND AVE,Fatal/Injury Collision,2,2011,49.1335123,-122.8431611
12400 88TH AVE,Fatal/Injury Collision,2,2011,49.1631312,-122.8783788
12300 104TH AVE,Fatal/Injury Collision,2,2011,49.1919245,-122.8813522
7200 128TH ST,Fatal/Injury Collision,2,2011,49.1338533,-122.8679774
10100  132ND ST,Fatal/Injury Collision,2,2011,49.1862518,-122.856495
10200  WHALLEY BLVD,Fatal/Injury Collision,2,2011,49.1875837,-122.8432318
13400 92ND AVE,Fatal/Injury Collision,2,2011,49.1699827,-122.85158
15600 88TH AVE,Fatal/Injury Collision,2,2011,49.1627442,-122.7902078
13500 79TH AVE,Fatal/Injury Collision,2,2011,49.1462963,-122.8484672
8800 152ND ST,Fatal/Injury Collision,2,2011,49.16288979999999,-122.8014077
2700 192ND ST,Fatal/Injury Collision,2,2011,49.0511194,-122.6914689
14300 57TH AVE,Fatal/Injury Collision,2,2011,49.1063325,-122.7499877
14200 56TH AVE,Fatal/Injury Collision,2,2011,49.1045087,-122.8289813
13300 76TH AVE,Fatal/Injury Collision,2,2011,49.1409069,-122.8542891
13700 70TH AVE,Fatal/Injury Collision,2,2011,49.1298665,-122.7007762
11900 OLD YALE RD,Fatal/Injury Collision,2,2011,49.2042689,-122.8922351
1600  136TH ST,Fatal/Injury Collision,2,2011,49.0312323,-122.8453952
13700 96TH AVE,Fatal/Injury Collision,2,2011,49.176868,-122.84385
12400 OLD YALE RD,Fatal/Injury Collision,2,2011,49.1974878,-122.8785546
15800 80TH AVE,Fatal/Injury Collision,2,2011,49.1482333,-122.7831531
10400 132ND ST,Fatal/Injury Collision,2,2011,49.1916289,-122.8564215
8400 128TH ST,Fatal/Injury Collision,2,2011,49.1548236,-122.8679775
2900 151ST ST,Fatal/Injury Collision,2,2011,49.0552897,-122.8019495
13600 72ND AVE,Fatal/Injury Collision,2,2011,49.1334737,-122.8453293
12000 80TH AVE,Fatal/Injury Collision,2,2011,49.148535,-122.8903833
9500 128TH ST,Fatal/Injury Collision,2,2011,49.1771274,-122.867953
9400 KING GEORGE BLVD,Fatal/Injury Collision,2,2011,49.1736823,-122.8459035
9200 149A ST,Fatal/Injury Collision,2,2011,49.14097839999999,-122.8080798
12000 80TH AVE,Fatal/Injury Collision,2,2011,49.148535,-122.8903833
7500 140A ST,Fatal/Injury Collision,2,2011,49.20312939999999,-122.8330437
10500 KING GEORGE BLVD,Fatal/Injury Collision,2,2011,49.1934465,-122.8452072
10300 156TH ST,Fatal/Injury Collision,2,2011,49.1903409,-122.7897558
17400 FRASER HWY,Fatal/Injury Collision,2,2011,49.1403972,-122.7399826
12700  88TH AVE,Fatal/Injury Collision,2,2011,49.1628722,-122.8733226
6100 163B ST,Fatal/Injury Collision,2,2011,49.113584,-122.7685043
6500 134TH ST,Fatal/Injury Collision,2,2011,49.1207748,-122.8510046
8200  151ST ST,Fatal/Injury Collision,2,2011,49.1520309,-122.8041413
7600  140TH ST,Fatal/Injury Collision,2,2011,49.140874,-122.8345082
9600 131A ST,Fatal/Injury Collision,2,2011,49.1248106,-122.8579749
8400 122ND ST,Fatal/Injury Collision,2,2011,49.1514807,-122.883697
10400 152ND ST,Fatal/Injury Collision,2,2011,49.191454,-122.8007962
14700 74TH AVE,Fatal/Injury Collision,2,2011,49.1375272,-122.8158764
9000 126TH ST,Fatal/Injury Collision,2,2011,49.1664149,-122.8736063
15200 100TH AVE,Fatal/Injury Collision,2,2011,49.1841906,-122.8008857
10700 152ND ST,Fatal/Injury Collision,2,2011,49.1953684,-122.8007574
17500 57TH AVE,Fatal/Injury Collision,2,2011,49.1059943,-122.7376026
6800 121ST ST,Fatal/Injury Collision,2,2011,49.1266808,-122.8875571
12200 KING GEORGE BLVD,Fatal/Injury Collision,2,2011,49.20573599999999,-122.884776
14100  64A AVE,Fatal/Injury Collision,2,2011,49.1190377,-122.8314475
14500 68TH AVE,Fatal/Injury Collision,2,2011,49.1262294,-122.8204936
8800 152A ST,Fatal/Injury Collision,2,2011,49.16288979999999,-122.8014077
9900 121ST ST,Fatal/Injury Collision,2,2011,49.1321204,-122.887563
13700 72ND AVE,Fatal/Injury Collision,2,2011,49.1335123,-122.8431611
13400 62ND AVE,Fatal/Injury Collision,2,2011,49.1153991,-122.8510876
10400 KING GEORGE BLVD,Fatal/Injury Collision,2,2011,49.191559,-122.8454746
16400 60TH AVE,Fatal/Injury Collision,2,2011,49.111579,-122.7680187
12000 96TH AVE,Fatal/Injury Collision,2,2011,49.1771395,-122.8901951
4400 176TH ST,Fatal/Injury Collision,2,2011,49.08247249999999,-122.7353222
18800 16TH AVE,Fatal/Injury Collision,2,2011,49.0311167,-122.7023181
10700 150TH ST,Fatal/Injury Collision,2,2011,49.1967817,-122.8048093
12700 24TH AVE,Fatal/Injury Collision,2,2011,49.0457676,-122.8701533
13400 96TH AVE,Fatal/Injury Collision,2,2011,49.1770319,-122.8513797
19500 LANGLEY BPS,Fatal/Injury Collision,2,2011,49.1079398,-122.6824431
15200  GUILDFORD DR,Fatal/Injury Collision,2,2011,49.196644,-122.799978
1900 152ND ST,Fatal/Injury Collision,2,2011,49.03656549999999,-122.8011348
9700 137A ST,Fatal/Injury Collision,2,2011,49.1789467,-122.8420068
9600 116TH ST,Fatal/Injury Collision,2,2011,49.1774158,-122.9011814
72ND AVE / 132ND ST,Fatal/Injury Collision,2,2011,49.1337905,-122.8568006
148TH ST / 108TH AVE,Fatal/Injury Collision,2,2011,49.1987331,-122.8124861
90TH AVE / 124TH ST,Fatal/Injury Collision,2,2011,49.166869,-122.879208
100TH AVE / 152ND ST,Fatal/Injury Collision,2,2011,49.1842025,-122.8008292
168TH ST / FRASER HWY,Fatal/Injury Collision,2,2011,49.1479339,-122.7565725
104TH AVE / 154TH ST,Fatal/Injury Collision,2,2011,49.191558,-122.7953246
104TH AVE / 154TH ST,Fatal/Injury Collision,2,2011,49.191558,-122.7953246
128TH ST / 76TH AVE,Fatal/Injury Collision,2,2011,49.1410308,-122.8678486
148TH ST / 104TH AVE,Fatal/Injury Collision,2,2011,49.1914609,-122.8124332
124TH ST / 84TH AVE,Fatal/Injury Collision,2,2011,49.155724,-122.8791201
138TH ST / 72ND AVE,Fatal/Injury Collision,2,2011,49.1335528,-122.8385853
176TH ST / 68A AVE,Fatal/Injury Collision,2,2011,49.1272418,-122.734789
100TH AVE / 140TH ST,Fatal/Injury Collision,2,2011,49.184221,-122.834188
RIVER RD / SOUTH FRASER WAY,Fatal/Injury Collision,2,2011,49.1855412,-122.9050907
108TH AVE / 132ND ST,Fatal/Injury Collision,2,2011,49.1989606,-122.8564806
184TH ST / 28TH AVE,Fatal/Injury Collision,2,2011,49.05292799999999,-122.713493
168A ST / GREENBROOK DR,Fatal/Injury Collision,2,2011,49.15546000000001,-122.755176
192ND ST / GOLDEN EARS WAY,Fatal/Injury Collision,2,2011,49.18109889999999,-122.6904538
176TH ST / 80TH AVE,Fatal/Injury Collision,2,2011,49.14802710000001,-122.7349616
64TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,2,2011,49.1190816,-122.8454849
