HUNDRED_BLOCK,INCIDENT_TYPE,MONTH,YEAR
 144TH ST / 64TH AVE   ,Fatal/Injury Collision,1,2014
 128TH ST / 80TH AVE   ,Fatal/Injury Collision,1,2014
 142ND ST / 66TH AVE   ,Fatal/Injury Collision,1,2014
 SOUTH FRASER PERIMETER RD / 136TH ST ,Fatal/Injury Collision,1,2014
 176TH ST / 8TH AVE   ,Fatal/Injury Collision,1,2014
 64TH AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,1,2014
 120TH ST / 76A AVE   ,Fatal/Injury Collision,1,2014
 122A ST / 82ND AVE   ,Fatal/Injury Collision,1,2014
 166TH ST / 64TH AVE   ,Fatal/Injury Collision,1,2014
 64TH AVE / 188TH ST   ,Fatal/Injury Collision,1,2014
 132ND ST / 78TH AVE   ,Fatal/Injury Collision,1,2014
 132ND ST / QUEEN MARY BLVD  ,Fatal/Injury Collision,1,2014
 SOUTH FRASER PERIMETER RD / 130TH ST ,Fatal/Injury Collision,1,2014
 64TH AVE / 168TH ST   ,Fatal/Injury Collision,1,2014
 102ND AVE / UNIVERSITY DR   ,Fatal/Injury Collision,1,2014
 88TH AVE / 132ND ST   ,Fatal/Injury Collision,1,2014
 124TH ST / 75TH AVE   ,Fatal/Injury Collision,1,2014
 168TH ST / 80TH AVE   ,Fatal/Injury Collision,1,2014
 141ST ST / 104TH AVE   ,Fatal/Injury Collision,1,2014
 148TH ST / 57TH AVE   ,Fatal/Injury Collision,1,2014
 62ND AVE / 126TH ST   ,Fatal/Injury Collision,1,2014
 152ND ST / 28TH AVE   ,Fatal/Injury Collision,1,2014
 142ND ST / 60TH AVE   ,Fatal/Injury Collision,1,2014
 104TH AVE / 176TH ST   ,Fatal/Injury Collision,1,2014
 120TH ST / 100TH AVE   ,Fatal/Injury Collision,1,2014
 104TH AVE / SOUTH FRASER PERIMETER RD ,Fatal/Injury Collision,1,2014
 152ND ST / 40TH AVE   ,Fatal/Injury Collision,1,2014
 128TH ST / KING GEORGE BLVD  ,Fatal/Injury Collision,1,2014
 148TH ST / FRASER HWY   ,Fatal/Injury Collision,1,2014
 64TH AVE / 152ND ST   ,Fatal/Injury Collision,1,2014
 192ND ST / 56TH AVE   ,Fatal/Injury Collision,1,2014
 140TH ST / 92ND AVE   ,Fatal/Injury Collision,1,2014
 152ND ST / 56TH AVE   ,Fatal/Injury Collision,1,2014
 KING GEORGE BLVD / 128TH ST  ,Fatal/Injury Collision,1,2014
 140TH ST / 89TH AVE   ,Fatal/Injury Collision,1,2014
 HARVIE RD / 92ND AVE   ,Fatal/Injury Collision,1,2014
 96TH AVE / 148TH ST   ,Fatal/Injury Collision,1,2014
 194TH ST / 72ND AVE   ,Fatal/Injury Collision,1,2014
 160TH ST / 91ST AVE   ,Fatal/Injury Collision,1,2014
 84TH AVE / 156TH ST   ,Fatal/Injury Collision,1,2014
 104TH AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,1,2014
 99TH AVE / 120A ST   ,Fatal/Injury Collision,1,2014
5900 184TH ST     ,Fatal/Injury Collision,2,2014
9900 WHALLEY BLVD     ,Fatal/Injury Collision,2,2014
12500 82ND AVE     ,Fatal/Injury Collision,2,2014
19300 56TH AVE     ,Fatal/Injury Collision,2,2014
17200 59TH AVE     ,Fatal/Injury Collision,2,2014
4400 176TH ST     ,Fatal/Injury Collision,2,2014
7500 WILTSHIRE DR     ,Fatal/Injury Collision,2,2014
8000 168B ST     ,Fatal/Injury Collision,2,2014
11000 130A ST     ,Fatal/Injury Collision,2,2014
10700 KING GEORGE BLVD    ,Fatal/Injury Collision,2,2014
10200 KING GEORGE BLVD    ,Fatal/Injury Collision,2,2014
18000 68A AVE     ,Fatal/Injury Collision,2,2014
1000 GUILDFORD TOWN CTR    ,Fatal/Injury Collision,2,2014
12500 110TH AVE     ,Fatal/Injury Collision,2,2014
12500 110TH AVE     ,Fatal/Injury Collision,2,2014
13700 103RD AVE     ,Fatal/Injury Collision,2,2014
2900 KING GEORGE BLVD    ,Fatal/Injury Collision,2,2014
1800 136TH ST     ,Fatal/Injury Collision,2,2014
11100 BRIDGE RD     ,Fatal/Injury Collision,2,2014
6400 KING GEORGE BLVD    ,Fatal/Injury Collision,2,2014
5800 KING GEORGE BLVD    ,Fatal/Injury Collision,2,2014
13700 72ND AVE     ,Fatal/Injury Collision,2,2014
16700 24TH AVE     ,Fatal/Injury Collision,2,2014
18400 72ND AVE     ,Fatal/Injury Collision,2,2014
9800 140TH ST     ,Fatal/Injury Collision,2,2014
14300 57TH AVE     ,Fatal/Injury Collision,2,2014
4800 KING GEORGE BLVD    ,Fatal/Injury Collision,2,2014
16700 24TH AVE     ,Fatal/Injury Collision,2,2014
5800 151ST ST     ,Fatal/Injury Collision,2,2014
17800 FRASER HWY     ,Fatal/Injury Collision,2,2014
10600 SCOTT RD     ,Fatal/Injury Collision,2,2014
13300 KING GEORGE BLVD    ,Fatal/Injury Collision,2,2014
18100 61B AVE     ,Fatal/Injury Collision,2,2014
19100 48TH AVE     ,Fatal/Injury Collision,2,2014
7700 192ND ST     ,Fatal/Injury Collision,2,2014
8100 156A ST     ,Fatal/Injury Collision,2,2014
13000 106A AVE     ,Fatal/Injury Collision,2,2014
12900 58B AVE     ,Fatal/Injury Collision,2,2014
2800 152ND ST     ,Fatal/Injury Collision,2,2014
17900 56TH AVE     ,Fatal/Injury Collision,2,2014
18000 92ND AVE     ,Fatal/Injury Collision,2,2014
6700 KING GEORGE BLVD    ,Fatal/Injury Collision,2,2014
12600 60TH AVE     ,Fatal/Injury Collision,2,2014
15500 78A AVE     ,Fatal/Injury Collision,2,2014
13700 108TH AVE     ,Fatal/Injury Collision,2,2014
14700 16TH AVE     ,Fatal/Injury Collision,2,2014
3000 152ND ST     ,Fatal/Injury Collision,2,2014
6300 134A ST     ,Fatal/Injury Collision,2,2014
13900 70TH AVE     ,Fatal/Injury Collision,2,2014
14100 62B AVE     ,Fatal/Injury Collision,2,2014
13400 108TH AVE     ,Fatal/Injury Collision,2,2014
17000 56TH AVE     ,Fatal/Injury Collision,2,2014
12100 72ND AVE     ,Fatal/Injury Collision,2,2014
12400 88TH AVE     ,Fatal/Injury Collision,2,2014
15900 FRASER HWY     ,Fatal/Injury Collision,2,2014
7800 120TH ST     ,Fatal/Injury Collision,2,2014
6600 128TH ST     ,Fatal/Injury Collision,2,2014
12400 113B AVE     ,Fatal/Injury Collision,2,2014
6200 128TH ST     ,Fatal/Injury Collision,2,2014
12200 KING GEORGE BLVD    ,Fatal/Injury Collision,2,2014
8900 152ND ST     ,Fatal/Injury Collision,2,2014
6600 193B ST     ,Fatal/Injury Collision,2,2014
13400 78TH AVE     ,Fatal/Injury Collision,2,2014
5600 148TH ST     ,Fatal/Injury Collision,2,2014
8500 132ND ST     ,Fatal/Injury Collision,2,2014
10700 KING GEORGE BLVD    ,Fatal/Injury Collision,2,2014
12900 104TH AVE     ,Fatal/Injury Collision,2,2014
7300 120TH ST     ,Fatal/Injury Collision,2,2014
9500 152ND ST     ,Fatal/Injury Collision,2,2014
9700 120TH ST     ,Fatal/Injury Collision,2,2014
13000 58TH AVE     ,Fatal/Injury Collision,2,2014
13100 101ST AVE     ,Fatal/Injury Collision,2,2014
7500 KING GEORGE BLVD    ,Fatal/Injury Collision,2,2014
13300 80TH AVE     ,Fatal/Injury Collision,2,2014
13300 OLD YALE RD    ,Fatal/Injury Collision,2,2014
13200 72ND AVE     ,Fatal/Injury Collision,2,2014
13700 96TH AVE     ,Fatal/Injury Collision,2,2014
6300 183RD ST     ,Fatal/Injury Collision,2,2014
13700 72ND AVE     ,Fatal/Injury Collision,2,2014
1600 MARTIN DR     ,Fatal/Injury Collision,2,2014
12000 PATTULLO BRDG     ,Fatal/Injury Collision,2,2014
9800 120TH ST     ,Fatal/Injury Collision,2,2014
9800 KING GEORGE BLVD    ,Fatal/Injury Collision,2,2014
17700 60TH AVE     ,Fatal/Injury Collision,2,2014
12700 110TH AVE     ,Fatal/Injury Collision,2,2014
18900 FRASER HWY     ,Fatal/Injury Collision,2,2014
9400 128TH ST     ,Fatal/Injury Collision,2,2014
12400 KING GEORGE BLVD    ,Fatal/Injury Collision,2,2014
5600 175TH ST     ,Fatal/Injury Collision,2,2014
6800 188TH ST     ,Fatal/Injury Collision,2,2014
100 176TH ST     ,Fatal/Injury Collision,2,2014
15900 89A AVE     ,Fatal/Injury Collision,2,2014
10300 KING GEORGE BLVD    ,Fatal/Injury Collision,2,2014
12400 88TH AVE     ,Fatal/Injury Collision,2,2014
12200 KING GEORGE BLVD    ,Fatal/Injury Collision,2,2014
10000 152ND ST     ,Fatal/Injury Collision,2,2014
12700 110TH AVE     ,Fatal/Injury Collision,2,2014
8800 152ND ST     ,Fatal/Injury Collision,2,2014
7300 KING GEORGE BLVD    ,Fatal/Injury Collision,2,2014
7100 168TH ST     ,Fatal/Injury Collision,2,2014
10300 152ND ST     ,Fatal/Injury Collision,2,2014
12400 88TH AVE     ,Fatal/Injury Collision,2,2014
15700 20TH AVE     ,Fatal/Injury Collision,2,2014
9500 132ND ST     ,Fatal/Injury Collision,2,2014
16500 56TH AVE     ,Fatal/Injury Collision,2,2014
13200 68TH AVE     ,Fatal/Injury Collision,2,2014
14000 80TH AVE     ,Fatal/Injury Collision,2,2014
6200 144TH ST     ,Fatal/Injury Collision,2,2014
9100 152ND ST     ,Fatal/Injury Collision,2,2014
9500 120TH ST     ,Fatal/Injury Collision,2,2014
17300 4TH AVE     ,Fatal/Injury Collision,2,2014
15300 84TH AVE     ,Fatal/Injury Collision,2,2014
10300 152ND ST     ,Fatal/Injury Collision,2,2014
12500 72ND AVE     ,Fatal/Injury Collision,2,2014
11800 RIVER RD     ,Fatal/Injury Collision,2,2014
7000 132ND ST     ,Fatal/Injury Collision,2,2014
11200 126A ST     ,Fatal/Injury Collision,2,2014
15000 59A AVE     ,Fatal/Injury Collision,2,2014
9700 128A ST     ,Fatal/Injury Collision,2,2014
19400 67A AVE     ,Fatal/Injury Collision,2,2014
15100 84TH AVE     ,Fatal/Injury Collision,2,2014
12000 100A AVE     ,Fatal/Injury Collision,2,2014
8900 142A ST     ,Fatal/Injury Collision,2,2014
8900 142A ST     ,Fatal/Injury Collision,2,2014
18200 74TH AVE     ,Fatal/Injury Collision,2,2014
16700 63RD AVE     ,Fatal/Injury Collision,2,2014
12700 82ND AVE     ,Fatal/Injury Collision,2,2014
13500 GATEWAY DR     ,Fatal/Injury Collision,2,2014
1600 152ND ST     ,Fatal/Injury Collision,2,2014
 76TH AVE / 128TH ST   ,Fatal/Injury Collision,2,2014
 176TH ST / 104TH AVE   ,Fatal/Injury Collision,2,2014
 152ND ST / 56TH AVE   ,Fatal/Injury Collision,2,2014
 SCOTT RD / SCOTT RD OFRP  ,Fatal/Injury Collision,2,2014
 KING GEORGE BLVD / 88TH AVE  ,Fatal/Injury Collision,2,2014
 88TH AVE / 146TH ST   ,Fatal/Injury Collision,2,2014
 88TH AVE / 150TH ST   ,Fatal/Injury Collision,2,2014
 FRASER HWY / 188TH ST   ,Fatal/Injury Collision,2,2014
 8TH AVE / 165TH ST   ,Fatal/Injury Collision,2,2014
 100TH AVE / 144TH ST   ,Fatal/Injury Collision,2,2014
 88TH AVE / 139TH ST   ,Fatal/Injury Collision,2,2014
 160TH ST / 56TH AVE   ,Fatal/Injury Collision,2,2014
 SCOTT RD / 100TH AVE   ,Fatal/Injury Collision,2,2014
 192ND ST / 72ND AVE   ,Fatal/Injury Collision,2,2014
 96TH AVE / 140TH ST   ,Fatal/Injury Collision,2,2014
 90TH AVE / 148TH ST   ,Fatal/Injury Collision,2,2014
 88TH AVE / MALL ACCESS   ,Fatal/Injury Collision,2,2014
 88TH AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,2,2014
 142ND ST / 64TH AVE   ,Fatal/Injury Collision,2,2014
 56TH AVE / 152ND ST   ,Fatal/Injury Collision,2,2014
 FRASER HWY / 140TH ST   ,Fatal/Injury Collision,2,2014
 128TH ST / 64TH AVE   ,Fatal/Injury Collision,2,2014
 FRASER HWY / 176TH ST   ,Fatal/Injury Collision,2,2014
 FRASER HWY / 164TH ST   ,Fatal/Injury Collision,2,2014
 104TH AVE / 142ND ST   ,Fatal/Injury Collision,2,2014
 32ND AVE / 184TH ST   ,Fatal/Injury Collision,2,2014
 KING GEORGE BLVD / COLEBROOK RD  ,Fatal/Injury Collision,2,2014
 144TH ST / 88TH AVE   ,Fatal/Injury Collision,2,2014
 148TH ST / 28TH AVE   ,Fatal/Injury Collision,2,2014
 102ND AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,2,2014
 152ND ST / KING GEORGE BLVD  ,Fatal/Injury Collision,2,2014
 80TH AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,2,2014
 KING GEORGE BLVD / BOLIVAR RD  ,Fatal/Injury Collision,2,2014
 32ND AVE / 190TH ST   ,Fatal/Injury Collision,2,2014
 105A AVE / WHALLEY BLVD   ,Fatal/Injury Collision,2,2014
 96TH AVE / 137TH ST   ,Fatal/Injury Collision,2,2014
 88TH AVE / MALL ACCESS   ,Fatal/Injury Collision,2,2014
 120A ST / 80TH AVE   ,Fatal/Injury Collision,2,2014
 139A ST / 109TH AVE   ,Fatal/Injury Collision,2,2014
 105A AVE / WHALLEY BLVD   ,Fatal/Injury Collision,2,2014
 160TH ST / 104TH AVE   ,Fatal/Injury Collision,2,2014
 64TH AVE / 124TH ST   ,Fatal/Injury Collision,2,2014
 KING GEORGE BLVD / 108TH AVE  ,Fatal/Injury Collision,2,2014
 184TH ST / 32ND AVE   ,Fatal/Injury Collision,2,2014
 88TH AVE / 192ND ST   ,Fatal/Injury Collision,2,2014
 80TH AVE / 169TH ST   ,Fatal/Injury Collision,2,2014
 84TH AVE / FRASER HWY   ,Fatal/Injury Collision,2,2014
 KING GEORGE BLVD / 84TH AVE  ,Fatal/Injury Collision,2,2014
 96TH AVE / 168TH ST   ,Fatal/Injury Collision,2,2014
 BRIDGEVIEW DR / SOUTH FRASER PERIMETER R ,Fatal/Injury Collision,2,2014
 68TH AVE / 137TH ST   ,Fatal/Injury Collision,2,2014
 146TH ST / 74TH AVE   ,Fatal/Injury Collision,2,2014
 83A AVE / 124TH ST   ,Fatal/Injury Collision,2,2014
 56TH AVE / 160TH ST   ,Fatal/Injury Collision,2,2014
 168TH ST / 56TH AVE   ,Fatal/Injury Collision,2,2014
 192ND ST / HARVIE RD   ,Fatal/Injury Collision,2,2014
 FRASER HWY / 166TH ST   ,Fatal/Injury Collision,2,2014
 192ND ST / 64TH AVE   ,Fatal/Injury Collision,2,2014
 64TH AVE / 177B ST   ,Fatal/Injury Collision,2,2014
 138TH ST / 92ND AVE   ,Fatal/Injury Collision,2,2014
 KING GEORGE BOULEVARD STRD / 95TH AVE ,Fatal/Injury Collision,2,2014
 122ND ST / 72ND AVE   ,Fatal/Injury Collision,2,2014
 KING GEORGE BLVD / 56TH AVE  ,Fatal/Injury Collision,2,2014
 184TH ST / 72ND AVE   ,Fatal/Injury Collision,2,2014
 130TH ST / 84TH AVE   ,Fatal/Injury Collision,2,2014
 64TH AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,2,2014
 82A AVE / 144TH ST   ,Fatal/Injury Collision,2,2014
 16TH AVE / MARTIN DR   ,Fatal/Injury Collision,2,2014
 88A AVE / 160TH ST   ,Fatal/Injury Collision,2,2014
 GLENWOOD CRES N / 164TH ST  ,Fatal/Injury Collision,2,2014
 96TH AVE / 122ND ST   ,Fatal/Injury Collision,2,2014
 128TH ST / 80TH AVE   ,Fatal/Injury Collision,2,2014
 140TH ST / 78TH AVE   ,Fatal/Injury Collision,2,2014
 28TH AVE / 146TH ST   ,Fatal/Injury Collision,2,2014
 94A AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,2,2014
 140TH ST / 32ND AVE   ,Fatal/Injury Collision,2,2014
 160TH ST / 104TH AVE   ,Fatal/Injury Collision,2,2014
 CITY PKWY / 108TH AVE   ,Fatal/Injury Collision,2,2014
 135TH ST / 60TH AVE   ,Fatal/Injury Collision,2,2014
 176TH ST OFRP / TRANS CANADA HWY ,Fatal/Injury Collision,2,2014
 104TH AVE / CITY PKWY   ,Fatal/Injury Collision,2,2014
 138TH ST / 108TH AVE   ,Fatal/Injury Collision,2,2014
 24TH AVE / 148TH ST   ,Fatal/Injury Collision,2,2014
 188TH ST / 72ND AVE   ,Fatal/Injury Collision,2,2014
 FRASER HWY / 84TH AVE   ,Fatal/Injury Collision,2,2014
 64TH AVE / 152ND ST   ,Fatal/Injury Collision,2,2014
 128TH ST / 72ND AVE   ,Fatal/Injury Collision,2,2014
 72ND AVE / 190TH ST   ,Fatal/Injury Collision,2,2014
 146TH ST / 76TH AVE   ,Fatal/Injury Collision,2,2014
 144TH ST / 70A AVE   ,Fatal/Injury Collision,2,2014
 176TH ST / SOUTH FRASER PERIMETER RD ,Fatal/Injury Collision,2,2014
 192ND ST / 28TH AVE   ,Fatal/Injury Collision,2,2014
 152ND ST / 104TH AVE   ,Fatal/Injury Collision,2,2014
 101ST AVE / SEMIAHMOO RD   ,Fatal/Injury Collision,2,2014
 140TH ST / 74TH AVE   ,Fatal/Injury Collision,2,2014
 168TH ST / 32ND AVE   ,Fatal/Injury Collision,2,2014
 72ND AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,2,2014
 KING GEORGE BLVD / 20TH AVE  ,Fatal/Injury Collision,2,2014
 96TH AVE / 132ND ST   ,Fatal/Injury Collision,2,2014
 156TH ST / 91A AVE   ,Fatal/Injury Collision,2,2014
 82ND AVE / 124TH ST   ,Fatal/Injury Collision,2,2014
 152ND ST / 56TH AVE   ,Fatal/Injury Collision,2,2014
 96TH AVE / 128TH ST   ,Fatal/Injury Collision,2,2014
 96TH AVE / 128TH ST   ,Fatal/Injury Collision,2,2014
 SCOTT RD / 104TH AVE   ,Fatal/Injury Collision,2,2014
 64TH AVE / FRASER HWY   ,Fatal/Injury Collision,2,2014
 124TH ST / 82ND AVE   ,Fatal/Injury Collision,2,2014
 FRASER HWY / 88TH AVE   ,Fatal/Injury Collision,2,2014
 KING GEORGE BLVD / 128TH ST  ,Fatal/Injury Collision,2,2014
 131ST ST / MARINE DR   ,Fatal/Injury Collision,2,2014
 72ND AVE / 137TH ST   ,Fatal/Injury Collision,2,2014
 144TH ST / 84TH AVE   ,Fatal/Injury Collision,2,2014
 192ND ST OFRP / TRANS CANADA HWY ,Fatal/Injury Collision,2,2014
 UNIVERSITY DR / 104TH AVE   ,Fatal/Injury Collision,2,2014
 120TH ST / NORDEL WAY   ,Fatal/Injury Collision,2,2014
 160TH ST / 32ND AVE   ,Fatal/Injury Collision,2,2014
 128TH ST / 76TH AVE   ,Fatal/Injury Collision,2,2014
 70B AVE / 132ND ST   ,Fatal/Injury Collision,2,2014
 INDUSTRIAL RD / 112TH AVE   ,Fatal/Injury Collision,2,2014
 130TH ST / 72ND AVE   ,Fatal/Injury Collision,2,2014
 72ND AVE / 152ND ST   ,Fatal/Injury Collision,2,2014
 KING GEORGE BLVD / 92ND AVE  ,Fatal/Injury Collision,2,2014
 138TH ST / 76TH AVE   ,Fatal/Injury Collision,2,2014
 152ND ST / 98TH AVE   ,Fatal/Injury Collision,2,2014
 94A AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,2,2014
 88TH AVE / FRASER HWY   ,Fatal/Injury Collision,2,2014
 88TH AVE / 160TH ST   ,Fatal/Injury Collision,2,2014
 104TH AVE / 144TH ST   ,Fatal/Injury Collision,2,2014
 56TH AVE / 192ND ST   ,Fatal/Injury Collision,2,2014
 176TH ST / 26TH AVE   ,Fatal/Injury Collision,2,2014
 132ND ST / 96TH AVE   ,Fatal/Injury Collision,2,2014
 133RD ST / OLD YALE RD  ,Fatal/Injury Collision,2,2014
 192ND ST / LANGLEY BPS   ,Fatal/Injury Collision,2,2014
 60TH AVE / 196TH ST   ,Fatal/Injury Collision,2,2014
 88TH AVE / 120TH ST   ,Fatal/Injury Collision,2,2014
 76TH AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,2,2014
 76TH AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,2,2014
 104TH AVE / 160TH ST   ,Fatal/Injury Collision,2,2014
 88TH AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,2,2014
 148TH ST / 74A AVE   ,Fatal/Injury Collision,2,2014
 96TH AVE / 132ND ST   ,Fatal/Injury Collision,2,2014
 FRASER HWY / 140TH ST   ,Fatal/Injury Collision,2,2014
 FRASER HWY / 140TH ST   ,Fatal/Injury Collision,2,2014
 128TH ST / 82ND AVE   ,Fatal/Injury Collision,2,2014
 128TH ST / 80TH AVE   ,Fatal/Injury Collision,2,2014
 132ND ST / 72ND AVE   ,Fatal/Injury Collision,2,2014
 143RD ST / 108TH AVE   ,Fatal/Injury Collision,2,2014
 108TH AVE / 148TH ST   ,Fatal/Injury Collision,2,2014
 140TH ST / 79A AVE   ,Fatal/Injury Collision,2,2014
 88TH AVE / 132ND ST   ,Fatal/Injury Collision,2,2014
 128TH ST / 72ND AVE   ,Fatal/Injury Collision,2,2014
 139TH ST / 88TH AVE   ,Fatal/Injury Collision,2,2014
 SCOTT RD / 100TH AVE   ,Fatal/Injury Collision,2,2014
 112TH AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,2,2014
 112TH AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,2,2014
 84TH AVE / 140TH ST   ,Fatal/Injury Collision,2,2014
 84TH AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,2,2014
 146TH ST / 108TH AVE   ,Fatal/Injury Collision,2,2014
 GOLDEN EARS WAY / 180TH ST  ,Fatal/Injury Collision,2,2014
 150TH ST / 20TH AVE   ,Fatal/Injury Collision,2,2014
 19TH AVE / 152ND ST   ,Fatal/Injury Collision,2,2014
 100TH AVE / 152ND ST   ,Fatal/Injury Collision,2,2014
 152ND ST / 32ND AVE   ,Fatal/Injury Collision,2,2014
 86TH AVE / 128TH ST   ,Fatal/Injury Collision,2,2014
 132ND ST / 100TH AVE   ,Fatal/Injury Collision,2,2014
 132ND ST / 100TH AVE   ,Fatal/Injury Collision,2,2014
 152ND ST / 72ND AVE   ,Fatal/Injury Collision,2,2014
 128TH ST / 86TH AVE   ,Fatal/Injury Collision,2,2014
 FRASER HWY / 148TH ST   ,Fatal/Injury Collision,2,2014
 OLD YALE RD / SCOTT RD  ,Fatal/Injury Collision,2,2014
 80TH AVE / 128TH ST   ,Fatal/Injury Collision,2,2014
 88TH AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,2,2014
 154TH ST / 32ND AVE   ,Fatal/Injury Collision,2,2014
 180TH ST / 56TH AVE   ,Fatal/Injury Collision,2,2014
 KING GEORGE BLVD / 102ND AVE  ,Fatal/Injury Collision,2,2014
 104TH AVE / 138TH ST   ,Fatal/Injury Collision,2,2014
 FRASER HWY / 160TH ST   ,Fatal/Injury Collision,2,2014
 104TH AVE / 144TH ST   ,Fatal/Injury Collision,2,2014
 56TH AVE / 188TH ST   ,Fatal/Injury Collision,2,2014
 100TH AVE / OLD YALE RD  ,Fatal/Injury Collision,2,2014
 32ND AVE / 32ND AVE ONRP  ,Fatal/Injury Collision,2,2014
 92ND AVE / 132ND ST   ,Fatal/Injury Collision,2,2014
 KING GEORGE BLVD / 152ND ST  ,Fatal/Injury Collision,2,2014
 148TH ST / 67A AVE   ,Fatal/Injury Collision,2,2014
 56TH AVE / 180TH ST   ,Fatal/Injury Collision,2,2014
 SCOTT RD / LARSON RD   ,Fatal/Injury Collision,2,2014
 74TH AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,2,2014
 100TH AVE / 152ND ST   ,Fatal/Injury Collision,2,2014
 152ND ST / 17A AVE   ,Fatal/Injury Collision,2,2014
 128TH ST / 82ND AVE   ,Fatal/Injury Collision,2,2014
 152ND ST / FRASER HWY   ,Fatal/Injury Collision,2,2014
 96TH AVE / 168TH ST   ,Fatal/Injury Collision,2,2014
 104TH AVE / 152ND ST   ,Fatal/Injury Collision,2,2014
 64TH AVE / 152ND ST   ,Fatal/Injury Collision,2,2014
 152ND ST / 104TH AVE   ,Fatal/Injury Collision,2,2014
 16TH AVE / 152ND ST   ,Fatal/Injury Collision,2,2014
 104TH AVE / 173RD ST   ,Fatal/Injury Collision,2,2014
 64TH AVE / 187TH ST   ,Fatal/Injury Collision,2,2014
 156TH ST / 104TH AVE   ,Fatal/Injury Collision,2,2014
 104TH AVE / TANNERY RD   ,Fatal/Injury Collision,2,2014
 122ND ST / 78TH AVE   ,Fatal/Injury Collision,2,2014
 KING GEORGE BLVD / 107TH AVE  ,Fatal/Injury Collision,2,2014
 192ND ST OFRP / TRANS CANADA HWY ,Fatal/Injury Collision,2,2014
 KING GEORGE BLVD / 88TH AVE  ,Fatal/Injury Collision,2,2014
 OLD YALE RD / 128TH ST  ,Fatal/Injury Collision,2,2014
 COLEBROOK RD / KING GEORGE BLVD  ,Fatal/Injury Collision,2,2014
 72ND AVE / 132ND ST   ,Fatal/Injury Collision,2,2014
 140TH ST / 93A AVE   ,Fatal/Injury Collision,2,2014
 104TH AVE / 146TH ST   ,Fatal/Injury Collision,2,2014
 76TH AVE / 135TH ST   ,Fatal/Injury Collision,2,2014
 138TH ST / 74TH AVE   ,Fatal/Injury Collision,2,2014
 160TH ST / FRASER HWY   ,Fatal/Injury Collision,2,2014
 144TH ST / 108TH AVE   ,Fatal/Injury Collision,2,2014
 64TH AVE / 132ND ST   ,Fatal/Injury Collision,2,2014
 HWY 99 / 32ND AVE OFRP  ,Fatal/Injury Collision,2,2014
 180TH ST / 20TH AVE   ,Fatal/Injury Collision,2,2014
 SOUTH FRASER WAY / OLD YALE RD ,Fatal/Injury Collision,2,2014
 120TH ST / 75A AVE   ,Fatal/Injury Collision,2,2014
 72ND AVE / 128TH ST   ,Fatal/Injury Collision,2,2014
 96TH AVE / 128TH ST   ,Fatal/Injury Collision,2,2014
 FRASER HWY / 88TH AVE   ,Fatal/Injury Collision,2,2014
 88TH AVE / 128TH ST   ,Fatal/Injury Collision,2,2014
 72ND AVE / 128TH ST   ,Fatal/Injury Collision,2,2014
 144TH ST / 72ND AVE   ,Fatal/Injury Collision,2,2014
 68TH AVE / FRASER HWY   ,Fatal/Injury Collision,2,2014
 FRASER HWY / KING GEORGE BLVD  ,Fatal/Injury Collision,2,2014
 124TH ST / 88TH AVE   ,Fatal/Injury Collision,2,2014
 176TH ST / 88TH AVE   ,Fatal/Injury Collision,2,2014
 72ND AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,2,2014
 64TH AVE / 188TH ST   ,Fatal/Injury Collision,2,2014
 75A AVE / 120TH ST   ,Fatal/Injury Collision,2,2014
 104TH AVE / 154A ST   ,Fatal/Injury Collision,2,2014
 192ND ST / 61A AVE   ,Fatal/Injury Collision,2,2014
 148TH ST / FRASER HWY   ,Fatal/Injury Collision,2,2014
 102A AVE / 133A ST   ,Fatal/Injury Collision,2,2014
 140TH ST / 108TH AVE   ,Fatal/Injury Collision,2,2014
 72ND AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,2,2014
 104TH AVE / KING GEORGE BLVD  ,Fatal/Injury Collision,2,2014
 93A AVE / 120TH ST   ,Fatal/Injury Collision,2,2014
 148TH ST / 100TH AVE   ,Fatal/Injury Collision,2,2014
 124TH ST / 80TH AVE   ,Fatal/Injury Collision,2,2014
 100TH AVE / 140TH ST   ,Fatal/Injury Collision,2,2014
 120TH ST / 100A AVE   ,Fatal/Injury Collision,2,2014
 159TH ST / FRASER HWY   ,Fatal/Injury Collision,2,2014
 128TH ST / 96TH AVE   ,Fatal/Injury Collision,2,2014
 16TH AVE / 192ND ST   ,Fatal/Injury Collision,2,2014
