HUNDRED_BLOCK,INCIDENT_TYPE,MONTH,YEAR
76TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2012
189TH ST / 88TH AVE,Fatal/Injury Collision,8,2012
80TH AVE / 124TH ST,Fatal/Injury Collision,8,2012
152ND ST / 88TH AVE,Fatal/Injury Collision,8,2012
156TH ST / 82ND AVE,Fatal/Injury Collision,8,2012
72ND AVE / 125TH ST,Fatal/Injury Collision,8,2012
72ND AVE / 146TH ST,Fatal/Injury Collision,8,2012
128TH ST / 58TH AVE,Fatal/Injury Collision,8,2012
120TH ST / 88TH AVE,Fatal/Injury Collision,8,2012
FRASER HWY / 96TH AVE,Fatal/Injury Collision,8,2012
120TH ST / 95TH AVE,Fatal/Injury Collision,8,2012
96TH AVE / 155TH ST,Fatal/Injury Collision,8,2012
100TH AVE / 152ND ST,Fatal/Injury Collision,8,2012
82ND AVE / 128TH ST,Fatal/Injury Collision,8,2012
152ND ST / FRASER HWY,Fatal/Injury Collision,8,2012
152ND ST / 101ST AVE,Fatal/Injury Collision,8,2012
64TH AVE / 188TH ST,Fatal/Injury Collision,8,2012
176TH ST / FRASER HWY,Fatal/Injury Collision,8,2012
152ND ST / FRASER HWY,Fatal/Injury Collision,8,2012
152ND ST / 68TH AVE,Fatal/Injury Collision,8,2012
KING GEORGE BLVD / 64TH AVE,Fatal/Injury Collision,8,2012
72ND AVE / 128TH ST,Fatal/Injury Collision,8,2012
140TH ST / 64TH AVE,Fatal/Injury Collision,8,2012
58TH AVE / 124TH ST,Fatal/Injury Collision,8,2012
96TH AVE / 122ND ST,Fatal/Injury Collision,8,2012
176TH ST / 4TH AVE,Fatal/Injury Collision,8,2012
72ND AVE / 144TH ST,Fatal/Injury Collision,8,2012
72ND AVE / 144TH ST,Fatal/Injury Collision,8,2012
164TH ST / 104TH AVE,Fatal/Injury Collision,8,2012
100TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2012
132ND ST / 108TH AVE,Fatal/Injury Collision,8,2012
168TH ST / 64TH AVE,Fatal/Injury Collision,8,2012
102ND AVE / WHALLEY BLVD,Fatal/Injury Collision,8,2012
64TH AVE / 196TH ST,Fatal/Injury Collision,8,2012
40TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2012
KING GEORGE BLVD / SCOTT RD OFRP,Fatal/Injury Collision,8,2012
176TH ST / 56TH AVE,Fatal/Injury Collision,8,2012
128TH ST / 97TH AVE,Fatal/Injury Collision,8,2012
140TH ST / 88TH AVE,Fatal/Injury Collision,8,2012
140TH ST / 102ND AVE,Fatal/Injury Collision,8,2012
56TH AVE / PANORAMA DR,Fatal/Injury Collision,8,2012
148TH ST / 56TH AVE,Fatal/Injury Collision,8,2012
144TH ST / 88TH AVE,Fatal/Injury Collision,8,2012
140TH ST / 96TH AVE,Fatal/Injury Collision,8,2012
126TH ST / 90TH AVE,Fatal/Injury Collision,8,2012
144TH ST / 64TH AVE,Fatal/Injury Collision,8,2012
68B AVE / 144TH ST,Fatal/Injury Collision,8,2012
64TH AVE / 176TH ST,Fatal/Injury Collision,8,2012
80TH AVE / 120A ST,Fatal/Injury Collision,8,2012
88TH AVE / HOLT RD,Fatal/Injury Collision,8,2012
176TH ST / 60TH AVE,Fatal/Injury Collision,8,2012
8TH AVE / 8TH AVE OFRP,Fatal/Injury Collision,8,2012
176TH ST OFRP / 176TH ST,Fatal/Injury Collision,8,2012
FRASER HWY / 152ND ST,Fatal/Injury Collision,8,2012
152ND ST / 102A AVE,Fatal/Injury Collision,8,2012
176TH ST / 64TH AVE,Fatal/Injury Collision,8,2012
32ND AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2012
76TH AVE / 148TH ST,Fatal/Injury Collision,8,2012
126TH ST / 72ND AVE,Fatal/Injury Collision,8,2012
56TH AVE / 176TH ST,Fatal/Injury Collision,8,2012
148TH ST / 96TH AVE,Fatal/Injury Collision,8,2012
140TH ST / BEARCREEK DR,Fatal/Injury Collision,8,2012
100TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2012
110TH AVE / 159A ST,Fatal/Injury Collision,8,2012
140TH ST / 96TH AVE,Fatal/Injury Collision,8,2012
137TH ST / 72ND AVE,Fatal/Injury Collision,8,2012
88TH AVE / 139A ST,Fatal/Injury Collision,8,2012
108TH AVE / 152ND ST,Fatal/Injury Collision,8,2012
120A ST / 78TH AVE,Fatal/Injury Collision,8,2012
152ND ST / 92ND AVE,Fatal/Injury Collision,8,2012
138TH ST / 72ND AVE,Fatal/Injury Collision,8,2012
66TH AVE / 128TH ST,Fatal/Injury Collision,8,2012
120TH ST / 98TH AVE,Fatal/Injury Collision,8,2012
160TH ST / 104TH AVE,Fatal/Injury Collision,8,2012
70A AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2012
144TH ST / 106TH AVE,Fatal/Injury Collision,8,2012
88TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2012
128TH ST / 96TH AVE,Fatal/Injury Collision,8,2012
194TH ST / 67TH AVE,Fatal/Injury Collision,8,2012
KING GEORGE BLVD / 84TH AVE,Fatal/Injury Collision,8,2012
133RD ST / 60TH AVE,Fatal/Injury Collision,8,2012
KING GEORGE BLVD / 88TH AVE,Fatal/Injury Collision,8,2012
127TH ST / 103RD AVE,Fatal/Injury Collision,8,2012
132ND ST / 72ND AVE,Fatal/Injury Collision,8,2012
88TH AVE / 160TH ST,Fatal/Injury Collision,8,2012
72ND AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2012
72ND AVE / 152ND ST,Fatal/Injury Collision,8,2012
104TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2012
145TH ST / 74TH AVE,Fatal/Injury Collision,8,2012
188TH ST / FRASER HWY,Fatal/Injury Collision,8,2012
128TH ST / 82ND AVE,Fatal/Injury Collision,8,2012
152ND ST / FRASER HWY,Fatal/Injury Collision,8,2012
192ND ST / 73RD AVE,Fatal/Injury Collision,8,2012
144TH ST / 88TH AVE,Fatal/Injury Collision,8,2012
KING GEORGE BLVD / 102ND AVE,Fatal/Injury Collision,8,2012
104TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2012
189TH ST / 72ND AVE,Fatal/Injury Collision,8,2012
172ND ST / 80TH AVE,Fatal/Injury Collision,8,2012
96TH AVE / 120TH ST,Fatal/Injury Collision,8,2012
140TH ST / 96TH AVE,Fatal/Injury Collision,8,2012
152ND ST / FRASER HWY,Fatal/Injury Collision,8,2012
96TH AVE / 128TH ST,Fatal/Injury Collision,8,2012
64TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2012
96TH AVE / 152ND ST,Fatal/Injury Collision,8,2012
104TH AVE / 128TH ST,Fatal/Injury Collision,8,2012
88TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2012
148TH ST / 108TH AVE,Fatal/Injury Collision,8,2012
148TH ST / 108TH AVE,Fatal/Injury Collision,8,2012
26TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2012
140TH ST / 72ND AVE,Fatal/Injury Collision,8,2012
143A ST / 84TH AVE,Fatal/Injury Collision,8,2012
195A ST / FRASER HWY,Fatal/Injury Collision,8,2012
74TH AVE / 137TH ST,Fatal/Injury Collision,8,2012
152ND ST / 88TH AVE,Fatal/Injury Collision,8,2012
104TH AVE / UNIVERSITY DR,Fatal/Injury Collision,8,2012
156TH ST / FRASER HWY,Fatal/Injury Collision,8,2012
88TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2012
148TH ST / 72ND AVE,Fatal/Injury Collision,8,2012
HARVIE RD / 92ND AVE,Fatal/Injury Collision,8,2012
148TH ST / 108TH AVE,Fatal/Injury Collision,8,2012
124TH ST / 68TH AVE,Fatal/Injury Collision,8,2012
180TH ST / 56TH AVE,Fatal/Injury Collision,8,2012
16TH AVE / HOSPITAL ST,Fatal/Injury Collision,8,2012
SCOTT RD / 103A AVE,Fatal/Injury Collision,8,2012
104TH AVE / 160TH ST,Fatal/Injury Collision,8,2012
68TH AVE / 132ND ST,Fatal/Injury Collision,8,2012
172ND ST / 60TH AVE,Fatal/Injury Collision,8,2012
184TH ST / 24TH AVE,Fatal/Injury Collision,8,2012
168TH ST / 56TH AVE,Fatal/Injury Collision,8,2012
UNIVERSITY DR / 103RD AVE,Fatal/Injury Collision,8,2012
104TH AVE / 150TH ST,Fatal/Injury Collision,8,2012
KING GEORGE BLVD / 76TH AVE,Fatal/Injury Collision,8,2012
133A ST / 80TH AVE,Fatal/Injury Collision,8,2012
144TH ST / 88TH AVE,Fatal/Injury Collision,8,2012
80TH AVE / 128TH ST,Fatal/Injury Collision,8,2012
88TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2012
KING GEORGE BLVD / CRESCENT RD,Fatal/Injury Collision,8,2012
123RD ST / 72ND AVE,Fatal/Injury Collision,8,2012
101ST AVE / 143RD ST,Fatal/Injury Collision,8,2012
122A ST / 68TH AVE,Fatal/Injury Collision,8,2012
64TH AVE / FRASER HWY,Fatal/Injury Collision,8,2012
96TH AVE / 128TH ST,Fatal/Injury Collision,8,2012
104TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2012
120TH ST / 80TH AVE,Fatal/Injury Collision,8,2012
132ND ST / 104TH AVE,Fatal/Injury Collision,8,2012
88TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2012
108TH AVE / UNIVERSITY DR,Fatal/Injury Collision,8,2012
151A ST / 94TH AVE,Fatal/Injury Collision,8,2012
96TH AVE / 139TH ST,Fatal/Injury Collision,8,2012
132ND ST / 76TH AVE,Fatal/Injury Collision,8,2012
141ST ST / 100TH AVE,Fatal/Injury Collision,8,2012
128TH ST / PRINCE CHARLES BLVD,Fatal/Injury Collision,8,2012
156TH ST / 100TH AVE,Fatal/Injury Collision,8,2012
150TH ST / 88TH AVE,Fatal/Injury Collision,8,2012
144TH ST / 72ND AVE,Fatal/Injury Collision,8,2012
140TH ST / 96TH AVE,Fatal/Injury Collision,8,2012
148TH ST / 110TH AVE,Fatal/Injury Collision,8,2012
160TH ST / 26TH AVE,Fatal/Injury Collision,8,2012
KING GEORGE BLVD / 84TH AVE,Fatal/Injury Collision,8,2012
152ND ST / COLEBROOK RD,Fatal/Injury Collision,8,2012
156TH ST / 88TH AVE,Fatal/Injury Collision,8,2012
88TH AVE / 142A ST,Fatal/Injury Collision,8,2012
112TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2012
62ND AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2012
88TH AVE / 148TH ST,Fatal/Injury Collision,8,2012
152ND ST / 108TH AVE,Fatal/Injury Collision,8,2012
104TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2012
132ND ST / OLD YALE RD,Fatal/Injury Collision,8,2012
140TH ST / 88TH AVE,Fatal/Injury Collision,8,2012
86TH AVE / 120TH ST,Fatal/Injury Collision,8,2012
156TH ST / 84TH AVE,Fatal/Injury Collision,8,2012
104TH AVE / 104A AVE,Fatal/Injury Collision,8,2012
102ND AVE / WHALLEY BLVD,Fatal/Injury Collision,8,2012
64TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2012
89TH AVE / 140TH ST,Fatal/Injury Collision,8,2012
152ND ST / 88TH AVE,Fatal/Injury Collision,8,2012
104TH AVE / 149TH ST,Fatal/Injury Collision,8,2012
95A AVE / 125TH ST,Fatal/Injury Collision,8,2012
24TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2012
KING GEORGE BLVD / 88TH AVE,Fatal/Injury Collision,8,2012
8TH AVE / 164TH ST,Fatal/Injury Collision,8,2012
84TH AVE / 160TH ST,Fatal/Injury Collision,8,2012
20TH AVE / 136TH ST,Fatal/Injury Collision,8,2012
176TH ST / FRASER HWY,Fatal/Injury Collision,8,2012
150TH ST / 101ST AVE,Fatal/Injury Collision,8,2012
64TH AVE / FRASER HWY,Fatal/Injury Collision,8,2012
KING GEORGE BLVD / CRESCENT RD,Fatal/Injury Collision,8,2012
72ND AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2012
128TH ST / 92A AVE,Fatal/Injury Collision,8,2012
88TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2012
KING GEORGE BLVD / 92ND AVE,Fatal/Injury Collision,8,2012
64TH AVE / 176TH ST,Fatal/Injury Collision,8,2012
148TH ST / 67A AVE,Fatal/Injury Collision,8,2012
SURREY RD / WELLINGTON DR,Fatal/Injury Collision,8,2012
KING GEORGE BLVD / 58TH AVE,Fatal/Injury Collision,8,2012
156TH ST / FRASER HWY,Fatal/Injury Collision,8,2012
88TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,8,2012
120TH ST / HOLT RD,Fatal/Injury Collision,8,2012
100TH AVE / 128TH ST,Fatal/Injury Collision,8,2012
5900 136B ST ,Fatal/Injury Collision,9,2012
10700 130TH ST ,Fatal/Injury Collision,9,2012
7500 138TH ST ,Fatal/Injury Collision,9,2012
15400 36TH AVE ,Fatal/Injury Collision,9,2012
2700 158TH ST ,Fatal/Injury Collision,9,2012
7900 120TH ST ,Fatal/Injury Collision,9,2012
16100 BROOKSIDE GRV ,Fatal/Injury Collision,9,2012
7200 125TH ST ,Fatal/Injury Collision,9,2012
9900 WHALLEY BLVD ,Fatal/Injury Collision,9,2012
16100 BROOKSIDE GRV ,Fatal/Injury Collision,9,2012
8900 140TH ST ,Fatal/Injury Collision,9,2012
13300 58TH AVE ,Fatal/Injury Collision,9,2012
17200  56TH AVE,Fatal/Injury Collision,9,2012
2200  168TH ST,Fatal/Injury Collision,9,2012
14800 90TH AVE ,Fatal/Injury Collision,9,2012
17900  32ND AVE,Fatal/Injury Collision,9,2012
8600 159TH ST ,Fatal/Injury Collision,9,2012
10800 TANNERY RD ,Fatal/Injury Collision,9,2012
15700  16TH AVE,Fatal/Injury Collision,9,2012
15500 FRASER HWY ,Fatal/Injury Collision,9,2012
18000 64TH AVE ,Fatal/Injury Collision,9,2012
12700 110TH AVE ,Fatal/Injury Collision,9,2012
14900 69TH AVE ,Fatal/Injury Collision,9,2012
12200 KING GEORGE BLVD,Fatal/Injury Collision,9,2012
7500 138TH ST ,Fatal/Injury Collision,9,2012
18600 56TH AVE ,Fatal/Injury Collision,9,2012
14900 88TH AVE ,Fatal/Injury Collision,9,2012
6100 121ST ST ,Fatal/Injury Collision,9,2012
13100 88TH AVE ,Fatal/Injury Collision,9,2012
12200 KING GEORGE BLVD,Fatal/Injury Collision,9,2012
10400 125TH ST ,Fatal/Injury Collision,9,2012
12800  60TH AVE,Fatal/Injury Collision,9,2012
10400 152ND ST ,Fatal/Injury Collision,9,2012
8900 126TH ST ,Fatal/Injury Collision,9,2012
12200 KING GEORGE BLVD,Fatal/Injury Collision,9,2012
7000 128TH ST ,Fatal/Injury Collision,9,2012
12100 OLD YALE RD,Fatal/Injury Collision,9,2012
6200 188TH ST ,Fatal/Injury Collision,9,2012
15000  FRASER HWY,Fatal/Injury Collision,9,2012
15800 24TH AVE ,Fatal/Injury Collision,9,2012
14600 36B AVE ,Fatal/Injury Collision,9,2012
14000 66A AVE ,Fatal/Injury Collision,9,2012
5700 147A ST ,Fatal/Injury Collision,9,2012
19400 72ND AVE ,Fatal/Injury Collision,9,2012
9000 135A ST ,Fatal/Injury Collision,9,2012
14000 82ND AVE ,Fatal/Injury Collision,9,2012
14300 57TH AVE ,Fatal/Injury Collision,9,2012
14300 57TH AVE ,Fatal/Injury Collision,9,2012
14500  104TH AVE,Fatal/Injury Collision,9,2012
13600 72ND AVE ,Fatal/Injury Collision,9,2012
12500 72ND AVE ,Fatal/Injury Collision,9,2012
12700  68TH AVE,Fatal/Injury Collision,9,2012
10400 152ND ST ,Fatal/Injury Collision,9,2012
13600 102ND AVE ,Fatal/Injury Collision,9,2012
3000  152ND ST,Fatal/Injury Collision,9,2012
2300 160TH ST ,Fatal/Injury Collision,9,2012
16000  32ND AVE,Fatal/Injury Collision,9,2012
18800 54TH AVE ,Fatal/Injury Collision,9,2012
18400  8TH AVE,Fatal/Injury Collision,9,2012
13700 105TH AVE ,Fatal/Injury Collision,9,2012
13600 BENTLEY RD ,Fatal/Injury Collision,9,2012
12000 NORDEL WAY ,Fatal/Injury Collision,9,2012
9300 151A ST ,Fatal/Injury Collision,9,2012
12200 70A AVE ,Fatal/Injury Collision,9,2012
10900 128A ST ,Fatal/Injury Collision,9,2012
10200 KING GEORGE BLVD,Fatal/Injury Collision,9,2012
12200 KING GEORGE BLVD,Fatal/Injury Collision,9,2012
6900 KING GEORGE BLVD,Fatal/Injury Collision,9,2012
3000 188TH ST ,Fatal/Injury Collision,9,2012
10100 WHALLEY BLVD ,Fatal/Injury Collision,9,2012
5400 152ND ST ,Fatal/Injury Collision,9,2012
5600 SUNDALE PL ,Fatal/Injury Collision,9,2012
13400  56TH AVE,Fatal/Injury Collision,9,2012
15100 70A AVE ,Fatal/Injury Collision,9,2012
12700  88TH AVE,Fatal/Injury Collision,9,2012
8400 KING GEORGE BLVD,Fatal/Injury Collision,9,2012
12200 KING GEORGE BLVD,Fatal/Injury Collision,9,2012
14900 71A AVE ,Fatal/Injury Collision,9,2012
10400 152ND ST ,Fatal/Injury Collision,9,2012
10300 KING GEORGE BLVD,Fatal/Injury Collision,9,2012
6000 176TH ST ,Fatal/Injury Collision,9,2012
17900 16TH AVE ,Fatal/Injury Collision,9,2012
14200 108TH AVE ,Fatal/Injury Collision,9,2012
8800 160A ST ,Fatal/Injury Collision,9,2012
17500  64TH AVE,Fatal/Injury Collision,9,2012
15900 FRASER HWY ,Fatal/Injury Collision,9,2012
4800  176TH ST,Fatal/Injury Collision,9,2012
9000  144TH ST,Fatal/Injury Collision,9,2012
12700 72ND AVE ,Fatal/Injury Collision,9,2012
15900 84TH AVE ,Fatal/Injury Collision,9,2012
12900 107A AVE ,Fatal/Injury Collision,9,2012
8900  120TH ST,Fatal/Injury Collision,9,2012
13600 104TH AVE ,Fatal/Injury Collision,9,2012
13600 104TH AVE ,Fatal/Injury Collision,9,2012
13700  94A AVE,Fatal/Injury Collision,9,2012
12000 88TH AVE ,Fatal/Injury Collision,9,2012
9800 KING GEORGE BLVD,Fatal/Injury Collision,9,2012
10100 128TH ST ,Fatal/Injury Collision,9,2012
15100 FRASER HWY ,Fatal/Injury Collision,9,2012
10400 150TH ST ,Fatal/Injury Collision,9,2012
7400 138TH ST ,Fatal/Injury Collision,9,2012
12800 72ND AVE ,Fatal/Injury Collision,9,2012
2700 PARKWAY DR ,Fatal/Injury Collision,9,2012
9800 KING GEORGE BLVD,Fatal/Injury Collision,9,2012
14700 68TH AVE ,Fatal/Injury Collision,9,2012
1800 LILAC DR ,Fatal/Injury Collision,9,2012
108A AVE / 160TH ST,Fatal/Injury Collision,9,2012
74TH AVE / 144TH ST,Fatal/Injury Collision,9,2012
152ND ST / 96TH AVE,Fatal/Injury Collision,9,2012
152ND ST / 40TH AVE,Fatal/Injury Collision,9,2012
88TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,9,2012
HARVIE RD / FRASER HWY,Fatal/Injury Collision,9,2012
KING GEORGE BLVD / 108TH AVE,Fatal/Injury Collision,9,2012
88TH AVE / INDUSTRIAL ACCESS RD,Fatal/Injury Collision,9,2012
152ND ST / 64TH AVE,Fatal/Injury Collision,9,2012
124TH ST / 82ND AVE,Fatal/Injury Collision,9,2012
128TH ST / 80TH AVE,Fatal/Injury Collision,9,2012
73A AVE / KING GEORGE BLVD,Fatal/Injury Collision,9,2012
104TH AVE / 128TH ST,Fatal/Injury Collision,9,2012
132ND ST / 72ND AVE,Fatal/Injury Collision,9,2012
120TH ST / NORDEL WAY,Fatal/Injury Collision,9,2012
147TH ST / 92ND AVE,Fatal/Injury Collision,9,2012
188TH ST / 56TH AVE,Fatal/Injury Collision,9,2012
98TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,9,2012
152ND ST / FERGUSON DVRS,Fatal/Injury Collision,9,2012
82ND AVE / 158TH ST,Fatal/Injury Collision,9,2012
88TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,9,2012
60TH AVE / 144TH ST,Fatal/Injury Collision,9,2012
132ND ST / KING GEORGE BLVD,Fatal/Injury Collision,9,2012
74TH AVE / 128TH ST,Fatal/Injury Collision,9,2012
108TH AVE / 152ND ST,Fatal/Injury Collision,9,2012
192ND ST / 94TH AVE,Fatal/Injury Collision,9,2012
KING GEORGE BLVD / TRITES RD,Fatal/Injury Collision,9,2012
152ND ST / 28TH AVE,Fatal/Injury Collision,9,2012
140TH ST / 88TH AVE,Fatal/Injury Collision,9,2012
64TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,9,2012
56TH AVE / 188TH ST,Fatal/Injury Collision,9,2012
152ND ST / COLEBROOK RD,Fatal/Injury Collision,9,2012
168TH ST / 168TH ST FRTG,Fatal/Injury Collision,9,2012
104TH AVE / 148TH ST,Fatal/Injury Collision,9,2012
152ND ST / 64TH AVE,Fatal/Injury Collision,9,2012
152ND ST / 34TH AVE,Fatal/Injury Collision,9,2012
68TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,9,2012
176TH ST / 96TH AVE,Fatal/Injury Collision,9,2012
150TH ST / 90TH AVE,Fatal/Injury Collision,9,2012
120TH ST / 96TH AVE,Fatal/Injury Collision,9,2012
176TH ST / 32ND AVE,Fatal/Injury Collision,9,2012
PANORAMA DR / 152ND ST,Fatal/Injury Collision,9,2012
160TH ST / 98TH AVE,Fatal/Injury Collision,9,2012
140TH ST / 75TH AVE,Fatal/Injury Collision,9,2012
168TH ST / 64TH AVE,Fatal/Injury Collision,9,2012
168TH ST / 64TH AVE,Fatal/Injury Collision,9,2012
126TH ST / 72ND AVE,Fatal/Injury Collision,9,2012
180TH ST / 56TH AVE,Fatal/Injury Collision,9,2012
82ND AVE / 120TH ST,Fatal/Injury Collision,9,2012
NORDEL WAY / 120TH ST,Fatal/Injury Collision,9,2012
154TH ST / 105TH AVE,Fatal/Injury Collision,9,2012
72ND AVE / COMBER WAY,Fatal/Injury Collision,9,2012
140TH ST / 64TH AVE,Fatal/Injury Collision,9,2012
64TH AVE / 132ND ST,Fatal/Injury Collision,9,2012
56TH AVE / 148TH ST,Fatal/Injury Collision,9,2012
128TH ST / 80TH AVE,Fatal/Injury Collision,9,2012
100TH AVE / 140TH ST,Fatal/Injury Collision,9,2012
60TH AVE / 146TH ST,Fatal/Injury Collision,9,2012
105A AVE / KING GEORGE BLVD,Fatal/Injury Collision,9,2012
KING GEORGE BLVD / 56TH AVE,Fatal/Injury Collision,9,2012
124TH ST / 72ND AVE,Fatal/Injury Collision,9,2012
184TH ST / 64TH AVE,Fatal/Injury Collision,9,2012
87TH AVE / 148TH ST,Fatal/Injury Collision,9,2012
64TH AVE / 152ND ST,Fatal/Injury Collision,9,2012
144TH ST / 56TH AVE,Fatal/Injury Collision,9,2012
120TH ST / NORDEL WAY,Fatal/Injury Collision,9,2012
132ND ST / 104TH AVE,Fatal/Injury Collision,9,2012
82ND AVE / 128TH ST,Fatal/Injury Collision,9,2012
152ND ST / KING GEORGE BLVD,Fatal/Injury Collision,9,2012
102A AVE / 152A ST,Fatal/Injury Collision,9,2012
72ND AVE / 132ND ST,Fatal/Injury Collision,9,2012
76TH AVE / 132ND ST,Fatal/Injury Collision,9,2012
138TH ST / HYLAND RD,Fatal/Injury Collision,9,2012
FRASER HWY / 140TH ST,Fatal/Injury Collision,9,2012
104TH AVE / 142ND ST,Fatal/Injury Collision,9,2012
128TH ST / 76TH AVE,Fatal/Injury Collision,9,2012
154TH ST / 104TH AVE,Fatal/Injury Collision,9,2012
128TH ST / 102ND AVE,Fatal/Injury Collision,9,2012
128TH ST / 80TH AVE,Fatal/Injury Collision,9,2012
CRESCENT RD / ELGIN RD,Fatal/Injury Collision,9,2012
77TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,9,2012
153RD ST / 104TH AVE,Fatal/Injury Collision,9,2012
KING GEORGE BLVD / 144A ST,Fatal/Injury Collision,9,2012
152ND ST / 101ST AVE,Fatal/Injury Collision,9,2012
138A ST / 104TH AVE,Fatal/Injury Collision,9,2012
195TH ST / 72ND AVE,Fatal/Injury Collision,9,2012
144TH ST / 57TH AVE,Fatal/Injury Collision,9,2012
32ND AVE / KING GEORGE BLVD,Fatal/Injury Collision,9,2012
104TH AVE / 149TH ST,Fatal/Injury Collision,9,2012
132ND ST / 80TH AVE,Fatal/Injury Collision,9,2012
96TH AVE / 123RD ST,Fatal/Injury Collision,9,2012
64TH AVE / FRASER HWY,Fatal/Injury Collision,9,2012
84TH AVE / 146TH ST,Fatal/Injury Collision,9,2012
120TH ST / 80TH AVE,Fatal/Injury Collision,9,2012
80TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,9,2012
144TH ST / 74A AVE,Fatal/Injury Collision,9,2012
72ND AVE / 140TH ST,Fatal/Injury Collision,9,2012
108TH AVE / 140TH ST,Fatal/Injury Collision,9,2012
88TH AVE / 120TH ST,Fatal/Injury Collision,9,2012
128TH ST / 72ND AVE,Fatal/Injury Collision,9,2012
100TH AVE / 128TH ST,Fatal/Injury Collision,9,2012
102ND AVE / WHALLEY BLVD,Fatal/Injury Collision,9,2012
82A AVE / 144TH ST,Fatal/Injury Collision,9,2012
82A AVE / 144TH ST,Fatal/Injury Collision,9,2012
152ND ST / 92ND AVE,Fatal/Injury Collision,9,2012
103RD AVE / UNIVERSITY DR,Fatal/Injury Collision,9,2012
SCOTT RD / 104TH AVE,Fatal/Injury Collision,9,2012
108TH AVE / 144TH ST,Fatal/Injury Collision,9,2012
104TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,9,2012
78TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,9,2012
122ND ST / 72ND AVE,Fatal/Injury Collision,9,2012
76TH AVE / HURDLE CRES,Fatal/Injury Collision,9,2012
FRASER HWY / 156TH ST,Fatal/Injury Collision,9,2012
152ND ST / 76TH AVE,Fatal/Injury Collision,9,2012
160TH ST / FRASER HWY,Fatal/Injury Collision,9,2012
137TH ST / 72ND AVE,Fatal/Injury Collision,9,2012
132ND ST / 80TH AVE,Fatal/Injury Collision,9,2012
192ND ST / 76TH AVE,Fatal/Injury Collision,9,2012
112A AVE / 125A ST,Fatal/Injury Collision,9,2012
94TH AVE / 152ND ST,Fatal/Injury Collision,9,2012
156TH ST / 84TH AVE,Fatal/Injury Collision,9,2012
128TH ST / 100TH AVE,Fatal/Injury Collision,9,2012
126TH ST / 89TH AVE,Fatal/Injury Collision,9,2012
104TH AVE / KING GEORGE BLVD,Fatal/Injury Collision,9,2012
152ND ST / 72ND AVE,Fatal/Injury Collision,9,2012
149A ST / 104TH AVE,Fatal/Injury Collision,9,2012
132ND ST / 92ND AVE,Fatal/Injury Collision,9,2012
104TH AVE / 152ND ST,Fatal/Injury Collision,9,2012
123RD ST / 68TH AVE,Fatal/Injury Collision,9,2012
84TH AVE / 132ND ST,Fatal/Injury Collision,9,2012
128TH ST / 72ND AVE,Fatal/Injury Collision,9,2012
192ND ST / 80TH AVE,Fatal/Injury Collision,9,2012
72ND AVE / KING GEORGE BLVD,Fatal/Injury Collision,9,2012
120TH ST / 72ND AVE,Fatal/Injury Collision,9,2012
132ND ST / 72ND AVE,Fatal/Injury Collision,9,2012
