,INCIDENT_TYPE,HUNDRED_BLOCK,MONTH,YEAR
3559,Fatal/Injury Collision,9500 172ND ST ,1,2011
3560,Fatal/Injury Collision,14300 82ND AVE ,1,2011
3561,Fatal/Injury Collision,6800 131ST ST ,1,2011
3562,Fatal/Injury Collision,10400 152ND ST ,1,2011
3563,Fatal/Injury Collision,12200 KING GEORGE BLVD,1,2011
3564,Fatal/Injury Collision,6700 132ND ST ,1,2011
3565,Fatal/Injury Collision,15500 89A AVE ,1,2011
3566,Fatal/Injury Collision,15300 102A AVE ,1,2011
3567,Fatal/Injury Collision,11800 TANNERY RD ,1,2011
3568,Fatal/Injury Collision,12000  72ND AVE,1,2011
3569,Fatal/Injury Collision,7500 KING GEORGE BLVD,1,2011
3570,Fatal/Injury Collision,7000 KING GEORGE BLVD,1,2011
3571,Fatal/Injury Collision,1600 152ND ST ,1,2011
3572,Fatal/Injury Collision,13400 72ND AVE ,1,2011
3573,Fatal/Injury Collision,17800  FRASER HWY,1,2011
3574,Fatal/Injury Collision,10200 132ND ST ,1,2011
3575,Fatal/Injury Collision,6900 151A ST ,1,2011
3576,Fatal/Injury Collision,7300 KING GEORGE BLVD,1,2011
3577,Fatal/Injury Collision,18900 88TH AVE ,1,2011
3578,Fatal/Injury Collision,7300 137TH ST ,1,2011
3579,Fatal/Injury Collision,17400 32ND AVE ,1,2011
3580,Fatal/Injury Collision,13200  MELVILLE PL,1,2011
3581,Fatal/Injury Collision,7600 KING GEORGE BLVD,1,2011
3582,Fatal/Injury Collision,7000 128TH ST ,1,2011
3583,Fatal/Injury Collision,16200 BEACH RD ,1,2011
3584,Fatal/Injury Collision,13600 100TH AVE ,1,2011
3585,Fatal/Injury Collision,13500 BENTLEY RD ,1,2011
3586,Fatal/Injury Collision,1600  140TH ST,1,2011
3587,Fatal/Injury Collision,7900 128TH ST ,1,2011
3588,Fatal/Injury Collision,13300 72ND AVE ,1,2011
3589,Fatal/Injury Collision,17300  56TH AVE,1,2011
3590,Fatal/Injury Collision,15800 26TH AVE ,1,2011
3591,Fatal/Injury Collision,17800 104TH AVE ,1,2011
3592,Fatal/Injury Collision,100 176TH ST ,1,2011
3593,Fatal/Injury Collision,12700 112B AVE ,1,2011
3594,Fatal/Injury Collision,14600 104TH AVE ,1,2011
3595,Fatal/Injury Collision,13400 108TH AVE ,1,2011
3596,Fatal/Injury Collision,13300 105TH AVE ,1,2011
3597,Fatal/Injury Collision,10300 152ND ST ,1,2011
3598,Fatal/Injury Collision,12400 88TH AVE ,1,2011
3599,Fatal/Injury Collision,13300 88TH AVE ,1,2011
3600,Fatal/Injury Collision,14300 90TH AVE ,1,2011
3601,Fatal/Injury Collision,8200 166TH ST ,1,2011
3602,Fatal/Injury Collision,8200 166TH ST ,1,2011
3603,Fatal/Injury Collision,10900 128A ST ,1,2011
3604,Fatal/Injury Collision,19300 22ND AVE ,1,2011
3605,Fatal/Injury Collision,7300 KING GEORGE BLVD,1,2011
3606,Fatal/Injury Collision,10800 132ND ST ,1,2011
3607,Fatal/Injury Collision,8400 160TH ST ,1,2011
3608,Fatal/Injury Collision,7400 KING GEORGE BLVD,1,2011
3609,Fatal/Injury Collision,17900 68TH AVE ,1,2011
3610,Fatal/Injury Collision,7500 KING GEORGE BLVD,1,2011
3611,Fatal/Injury Collision,7300 122ND ST ,1,2011
3612,Fatal/Injury Collision,17000  64TH AVE,1,2011
3613,Fatal/Injury Collision,10000 121ST ST ,1,2011
3614,Fatal/Injury Collision,9800  152ND ST,1,2011
3615,Fatal/Injury Collision,9800  152ND ST,1,2011
3616,Fatal/Injury Collision,18700 56A AVE ,1,2011
3617,Fatal/Injury Collision,10400 132ND ST ,1,2011
3618,Fatal/Injury Collision,7300 KING GEORGE BLVD,1,2011
3619,Fatal/Injury Collision,17700 56TH AVE ,1,2011
3620,Fatal/Injury Collision,8700 158TH ST ,1,2011
3621,Fatal/Injury Collision,8600 144TH ST ,1,2011
3622,Fatal/Injury Collision,12300 58A AVE ,1,2011
3623,Fatal/Injury Collision,9000 158TH ST ,1,2011
3624,Fatal/Injury Collision,12700 62ND AVE ,1,2011
3625,Fatal/Injury Collision,8000 120TH ST ,1,2011
3626,Fatal/Injury Collision,100TH AVE / KING GEORGE BLVD,1,2011
3627,Fatal/Injury Collision,140TH ST / 84TH AVE,1,2011
3628,Fatal/Injury Collision,192ND ST / 96TH AVE,1,2011
3629,Fatal/Injury Collision,152ND ST / 32ND AVE,1,2011
3630,Fatal/Injury Collision,102ND AVE / KING GEORGE BLVD,1,2011
3631,Fatal/Injury Collision,64TH AVE / 122ND ST,1,2011
3632,Fatal/Injury Collision,176TH ST / 48TH AVE,1,2011
3633,Fatal/Injury Collision,168TH ST / 96TH AVE,1,2011
3634,Fatal/Injury Collision,156TH ST / 64TH AVE,1,2011
3635,Fatal/Injury Collision,102A AVE / 152ND ST,1,2011
3636,Fatal/Injury Collision,168TH ST / 78TH AVE,1,2011
3637,Fatal/Injury Collision,96TH AVE / GOLDEN EARS WAY,1,2011
3638,Fatal/Injury Collision,176TH ST / FRASER HWY,1,2011
3639,Fatal/Injury Collision,176TH ST / 64TH AVE,1,2011
3640,Fatal/Injury Collision,88TH AVE / MALL ACCESS,1,2011
3641,Fatal/Injury Collision,146A ST / 89TH AVE,1,2011
3642,Fatal/Injury Collision,132ND ST / 58TH AVE,1,2011
3643,Fatal/Injury Collision,KING GEORGE BLVD / COLEBROOK RD,1,2011
3644,Fatal/Injury Collision,SCOTT RD / 100TH AVE,1,2011
3645,Fatal/Injury Collision,130TH ST / 106A AVE,1,2011
3646,Fatal/Injury Collision,108TH AVE / 160TH ST,1,2011
3647,Fatal/Injury Collision,94TH AVE / 164TH ST,1,2011
3648,Fatal/Injury Collision,126TH ST / 64TH AVE,1,2011
3649,Fatal/Injury Collision,96TH AVE / 140TH ST,1,2011
3650,Fatal/Injury Collision,72ND AVE / 120TH ST,1,2011
3651,Fatal/Injury Collision,82ND AVE / 128TH ST,1,2011
3652,Fatal/Injury Collision,56TH AVE / 188TH ST,1,2011
3653,Fatal/Injury Collision,104TH AVE / 150TH ST,1,2011
3654,Fatal/Injury Collision,164TH ST / KING GEORGE BLVD,1,2011
3655,Fatal/Injury Collision,40TH AVE / 152ND ST,1,2011
3656,Fatal/Injury Collision,168TH ST / FRASER HWY,1,2011
3657,Fatal/Injury Collision,184TH ST / FRASER HWY,1,2011
3658,Fatal/Injury Collision,104TH AVE / 132ND ST,1,2011
3659,Fatal/Injury Collision,160TH ST / 96TH AVE,1,2011
3660,Fatal/Injury Collision,176TH ST / FRASER HWY,1,2011
3661,Fatal/Injury Collision,86TH AVE / 123RD ST,1,2011
3662,Fatal/Injury Collision,72ND AVE / KING GEORGE BLVD,1,2011
3663,Fatal/Injury Collision,152ND ST / FRASER HWY,1,2011
3664,Fatal/Injury Collision,122ND ST / 72ND AVE,1,2011
3665,Fatal/Injury Collision,176TH ST / 12TH AVE,1,2011
3666,Fatal/Injury Collision,102A AVE / 152ND ST,1,2011
3667,Fatal/Injury Collision,GATEWAY DR / KING GEORGE BLVD,1,2011
3668,Fatal/Injury Collision,152ND ST / 40TH AVE,1,2011
3669,Fatal/Injury Collision,103A AVE / SCOTT RD,1,2011
3670,Fatal/Injury Collision,177B ST / 56TH AVE,1,2011
3671,Fatal/Injury Collision,98TH AVE / KING GEORGE BLVD,1,2011
3672,Fatal/Injury Collision,36TH AVE / 152ND ST,1,2011
3673,Fatal/Injury Collision,64TH AVE / 152ND ST,1,2011
3674,Fatal/Injury Collision,104TH AVE / 160TH ST,1,2011
3675,Fatal/Injury Collision,120TH ST / 72ND AVE,1,2011
3676,Fatal/Injury Collision,130TH ST / 64TH AVE,1,2011
3677,Fatal/Injury Collision,152A ST / 96TH AVE,1,2011
3678,Fatal/Injury Collision,126TH ST / 68TH AVE,1,2011
3679,Fatal/Injury Collision,128TH ST / KING GEORGE BLVD,1,2011
3680,Fatal/Injury Collision,24TH AVE / 152ND ST,1,2011
3681,Fatal/Injury Collision,56TH AVE / 152ND ST,1,2011
3682,Fatal/Injury Collision,SPENSER DR / 136B ST,1,2011
3683,Fatal/Injury Collision,98TH AVE / KING GEORGE BLVD,1,2011
3684,Fatal/Injury Collision,OLD YALE RD / 132ND ST,1,2011
3685,Fatal/Injury Collision,SCOTT RD / 103A AVE,1,2011
3686,Fatal/Injury Collision,160TH ST / 96TH AVE,1,2011
3687,Fatal/Injury Collision,180TH ST / 60TH AVE,1,2011
3688,Fatal/Injury Collision,166TH ST / FRASER HWY,1,2011
3689,Fatal/Injury Collision,128TH ST / 96TH AVE,1,2011
3690,Fatal/Injury Collision,32ND AVE ONRP / HWY 99,1,2011
3691,Fatal/Injury Collision,120TH ST / 82ND AVE,1,2011
3692,Fatal/Injury Collision,160TH ST / 40TH AVE,1,2011
3693,Fatal/Injury Collision,188TH ST / 56TH AVE,1,2011
3694,Fatal/Injury Collision,128TH ST / 80TH AVE,1,2011
3695,Fatal/Injury Collision,SCOTT RD / LARSON RD,1,2011
3696,Fatal/Injury Collision,16TH AVE / KING GEORGE BLVD,1,2011
3697,Fatal/Injury Collision,168TH ST / 20TH AVE,1,2011
3698,Fatal/Injury Collision,96TH AVE / 192ND ST,1,2011
3699,Fatal/Injury Collision,96TH AVE / 120TH ST,1,2011
3700,Fatal/Injury Collision,112A AVE / BRIDGEVIEW DR,1,2011
3701,Fatal/Injury Collision,144TH ST / 88TH AVE,1,2011
3702,Fatal/Injury Collision,SUNWOOD DR / 120TH ST,1,2011
3703,Fatal/Injury Collision,108TH AVE / 132ND ST,1,2011
3704,Fatal/Injury Collision,60TH AVE / MORGAN DR,1,2011
3705,Fatal/Injury Collision,138TH ST / 104TH AVE,1,2011
3706,Fatal/Injury Collision,138TH ST / 104TH AVE,1,2011
3707,Fatal/Injury Collision,24TH AVE / 152ND ST,1,2011
3708,Fatal/Injury Collision,76TH AVE / 144TH ST,1,2011
3709,Fatal/Injury Collision,16TH AVE / 132ND ST,1,2011
3710,Fatal/Injury Collision,84TH AVE / FRASER HWY,1,2011
3711,Fatal/Injury Collision,72ND AVE / 132ND ST,1,2011
3712,Fatal/Injury Collision,140TH ST / 64TH AVE,1,2011
3713,Fatal/Injury Collision,KING GEORGE BLVD / 76TH AVE,1,2011
3714,Fatal/Injury Collision,108TH AVE / 148TH ST,1,2011
3715,Fatal/Injury Collision,156TH ST / 104TH AVE,1,2011
3716,Fatal/Injury Collision,88TH AVE / 120TH ST,1,2011
3717,Fatal/Injury Collision,152ND ST / 40TH AVE,1,2011
3718,Fatal/Injury Collision,128TH ST / KING GEORGE BLVD,1,2011
3719,Fatal/Injury Collision,102ND AVE / KING GEORGE BLVD,1,2011
3720,Fatal/Injury Collision,150TH ST / 88TH AVE,1,2011
3721,Fatal/Injury Collision,156TH ST / 102ND AVE,1,2011
3722,Fatal/Injury Collision,153RD ST / 105TH AVE,1,2011
3723,Fatal/Injury Collision,57TH AVE / PANORAMA DR,1,2011
3724,Fatal/Injury Collision,CRESCENT RD / 140TH ST,1,2011
3725,Fatal/Injury Collision,KING GEORGE BLVD / COLEBROOK RD,1,2011
3726,Fatal/Injury Collision,88TH AVE / KING GEORGE BLVD,1,2011
3727,Fatal/Injury Collision,56TH AVE / 180TH ST,1,2011
3728,Fatal/Injury Collision,ELEVATOR RD / RIVER RD,1,2011
3729,Fatal/Injury Collision,88TH AVE / 152ND ST,1,2011
3730,Fatal/Injury Collision,96TH AVE / 128TH ST,1,2011
3731,Fatal/Injury Collision,156TH ST / 104TH AVE,1,2011
3732,Fatal/Injury Collision,68TH AVE / 126TH ST,1,2011
3733,Fatal/Injury Collision,96TH AVE / 128TH ST,1,2011
3734,Fatal/Injury Collision,80TH AVE / 128TH ST,1,2011
3735,Fatal/Injury Collision,102ND AVE / 133A ST,1,2011
3736,Fatal/Injury Collision,153RD ST / 24TH AVE,1,2011
3737,Fatal/Injury Collision,120TH ST / 101ST AVE,1,2011
3738,Fatal/Injury Collision,132ND ST / 96TH AVE,1,2011
3739,Fatal/Injury Collision,144TH ST / 64TH AVE,1,2011
3740,Fatal/Injury Collision,99TH AVE / 120TH ST,1,2011
3741,Fatal/Injury Collision,80TH AVE / 128TH ST,1,2011
3742,Fatal/Injury Collision,HYLAND RD / 140TH ST,1,2011
3743,Fatal/Injury Collision,KING GEORGE BLVD / 76TH AVE,1,2011
3744,Fatal/Injury Collision,88TH AVE / FRASER HWY,1,2011
3745,Fatal/Injury Collision,TRANS CANADA HWY / 176TH ST ONRP,1,2011
3746,Fatal/Injury Collision,17TH AVE / 152ND ST,1,2011
3747,Fatal/Injury Collision,140TH ST / 102ND AVE,1,2011
3748,Fatal/Injury Collision,126TH ST / 90TH AVE,1,2011
3749,Fatal/Injury Collision,196TH ST / 64TH AVE,1,2011
3750,Fatal/Injury Collision,57TH AVE / 177B ST,1,2011
3751,Fatal/Injury Collision,68TH AVE / KING GEORGE BLVD,1,2011
3752,Fatal/Injury Collision,96TH AVE / 168TH ST,1,2011
3753,Fatal/Injury Collision,FRASER HWY / 138TH ST,1,2011
3754,Fatal/Injury Collision,KING RD / 141A ST,1,2011
3755,Fatal/Injury Collision,64TH AVE / 148TH ST,1,2011
3756,Fatal/Injury Collision,142ND ST / HYLAND RD,1,2011
3757,Fatal/Injury Collision,68A AVE / HELSTON CRES,1,2011
3758,Fatal/Injury Collision,72ND AVE / 150TH ST,1,2011
3759,Fatal/Injury Collision,64TH AVE / KING GEORGE BLVD,1,2011
3760,Fatal/Injury Collision,104TH AVE / SCOTT RD,1,2011
3761,Fatal/Injury Collision,120TH ST / 72ND AVE,1,2011
3762,Fatal/Injury Collision,122ND ST / 72ND AVE,1,2011
3763,Fatal/Injury Collision,80TH AVE / KING GEORGE BLVD,1,2011
3764,Fatal/Injury Collision,72ND AVE / KING GEORGE BLVD,1,2011
3765,Fatal/Injury Collision,160TH ST / 24TH AVE,1,2011
3766,Fatal/Injury Collision,154TH ST / 105TH AVE,1,2011
3767,Fatal/Injury Collision,63RD AVE / 167A ST,1,2011
3768,Fatal/Injury Collision,FRASER HWY / 148TH ST,1,2011
3769,Fatal/Injury Collision,176TH ST / 32ND AVE,1,2011
3770,Fatal/Injury Collision,176TH ST / 56TH AVE,1,2011
3771,Fatal/Injury Collision,160TH ST / 98TH AVE,1,2011
3772,Fatal/Injury Collision,24TH AVE / KING GEORGE BLVD,1,2011
3773,Fatal/Injury Collision,88TH AVE / 187TH ST,1,2011
3774,Fatal/Injury Collision,128TH ST / KING GEORGE BLVD,1,2011
3775,Fatal/Injury Collision,154TH ST / 17A AVE,1,2011
3776,Fatal/Injury Collision,176TH ST / 60TH AVE,1,2011
3777,Fatal/Injury Collision,40TH AVE / 168TH ST,1,2011
3778,Fatal/Injury Collision,96TH AVE / 152ND ST,1,2011
3779,Fatal/Injury Collision,72ND AVE / KING GEORGE BLVD,1,2011
3780,Fatal/Injury Collision,152ND ST / 84TH AVE,1,2011
3781,Fatal/Injury Collision,100TH AVE / KING GEORGE BLVD,1,2011
3782,Fatal/Injury Collision,104TH AVE / 156TH ST,1,2011
3783,Fatal/Injury Collision,76TH AVE / 132ND ST,1,2011
3784,Fatal/Injury Collision,156TH ST / 88TH AVE,1,2011
3785,Fatal/Injury Collision,108TH AVE / 144TH ST,1,2011
3786,Fatal/Injury Collision,FRASER HWY / 88TH AVE,1,2011
3787,Fatal/Injury Collision,152ND ST / 64TH AVE,1,2011
3788,Fatal/Injury Collision,130TH ST / 84TH AVE,1,2011
3789,Fatal/Injury Collision,104TH AVE / 150TH ST,1,2011
3790,Fatal/Injury Collision,FRASER HWY / 140TH ST,1,2011
3791,Fatal/Injury Collision,FRASER HWY / WHALLEY BLVD,1,2011
3792,Fatal/Injury Collision,76TH AVE / KING GEORGE BLVD,1,2011
3793,Fatal/Injury Collision,104TH AVE / 156TH ST,1,2011
3794,Fatal/Injury Collision,153RD ST / 101ST AVE,1,2011
3795,Fatal/Injury Collision,32ND AVE / 160TH ST,1,2011
3796,Fatal/Injury Collision,72ND AVE / 152ND ST,1,2011
3797,Fatal/Injury Collision,FRASER HWY / 88TH AVE,1,2011
3798,Fatal/Injury Collision,123A ST / 96TH AVE,1,2011
3799,Fatal/Injury Collision,188TH ST / 56TH AVE,1,2011
3800,Fatal/Injury Collision,88TH AVE / 128TH ST,1,2011
3801,Fatal/Injury Collision,58TH AVE / 132ND ST,1,2011
3802,Fatal/Injury Collision,121ST ST / 66TH AVE,1,2011
3803,Fatal/Injury Collision,64TH AVE / 184TH ST,1,2011
3804,Fatal/Injury Collision,156TH ST / 20TH AVE,1,2011
3805,Fatal/Injury Collision,176A ST / 56TH AVE,1,2011
3806,Fatal/Injury Collision,105A AVE / UNIVERSITY DR,1,2011
3807,Fatal/Injury Collision,KING GEORGE BLVD / 104A AVE,1,2011
3808,Fatal/Injury Collision,76A AVE / 128TH ST,1,2011
3809,Fatal/Injury Collision,KING GEORGE BLVD / BOLIVAR CRES,1,2011
3810,Fatal/Injury Collision,24TH AVE / 160TH ST,1,2011
3811,Fatal/Injury Collision,120TH ST / 96TH AVE,1,2011
3812,Fatal/Injury Collision,164TH ST / FRASER HWY,1,2011
3813,Fatal/Injury Collision,UNIVERSITY DR / 102ND AVE,1,2011
3814,Fatal/Injury Collision,120TH ST / 92A AVE,1,2011
3815,Fatal/Injury Collision,180TH ST / 56TH AVE,1,2011
3816,Fatal/Injury Collision,80TH AVE / KING GEORGE BLVD,1,2011
3817,Fatal/Injury Collision,24TH AVE / KING GEORGE BLVD,1,2011
3818,Fatal/Injury Collision,88TH AVE / KING GEORGE BLVD,1,2011
3819,Fatal/Injury Collision,64TH AVE / 184TH ST,1,2011
3820,Fatal/Injury Collision,108TH AVE / 135A ST,1,2011
3821,Fatal/Injury Collision,108TH AVE / 135A ST,1,2011
3822,Fatal/Injury Collision,144TH ST / FRASER HWY,1,2011
3823,Fatal/Injury Collision,104TH AVE / 160TH ST,1,2011
3824,Fatal/Injury Collision,100TH AVE / 140TH ST,1,2011
3825,Fatal/Injury Collision,FRASER HWY / 176TH ST,1,2011
3826,Fatal/Injury Collision,130TH ST / 98B AVE,1,2011
3827,Fatal/Injury Collision,88TH AVE / 148TH ST,1,2011
3828,Fatal/Injury Collision,176TH ST / 88TH AVE,1,2011
3829,Fatal/Injury Collision,128TH ST / 88TH AVE,1,2011
3830,Fatal/Injury Collision,72ND AVE / 140TH ST,1,2011
3831,Fatal/Injury Collision,184TH ST / 60TH AVE,1,2011
3832,Fatal/Injury Collision,24TH AVE / CROYDON DR,1,2011
3833,Fatal/Injury Collision,82ND AVE / 120TH ST,1,2011
3834,Fatal/Injury Collision,152ND ST / 56TH AVE,1,2011
3835,Fatal/Injury Collision,SCOTT RD / 103A AVE,1,2011
3836,Fatal/Injury Collision,150TH ST / 104TH AVE,1,2011
3837,Fatal/Injury Collision,16TH AVE / 152ND ST,1,2011
3838,Fatal/Injury Collision,132ND ST / 88TH AVE,1,2011
3839,Fatal/Injury Collision,130TH ST / 76TH AVE,1,2011
3840,Fatal/Injury Collision,68TH AVE / FRASER HWY,1,2011
3841,Fatal/Injury Collision,120TH ST / 93A AVE,1,2011
3842,Fatal/Injury Collision,184TH ST / 60TH AVE,1,2011
3843,Fatal/Injury Collision,84TH AVE / 128TH ST,1,2011
3844,Fatal/Injury Collision,KING GEORGE BLVD / 80TH AVE,1,2011
3845,Fatal/Injury Collision,96TH AVE / 148TH ST,1,2011
3846,Fatal/Injury Collision,128TH ST / 96TH AVE,1,2011
3847,Fatal/Injury Collision,72ND AVE / 152ND ST,1,2011
3848,Fatal/Injury Collision,CROYDON DR / 24TH AVE,1,2011
3849,Fatal/Injury Collision,KING GEORGE BLVD / 104TH AVE,1,2011
3850,Fatal/Injury Collision,152ND ST / 91ST AVE,1,2011
3851,Fatal/Injury Collision,160TH ST / 88A AVE,1,2011
3852,Fatal/Injury Collision,68TH AVE / 120TH ST,1,2011
3853,Fatal/Injury Collision,68TH AVE / KING GEORGE BLVD,1,2011
3854,Fatal/Injury Collision,104TH AVE / WHALLEY BLVD,1,2011
3855,Fatal/Injury Collision,64TH AVE / 152ND ST,1,2011
3856,Fatal/Injury Collision,68TH AVE / 128TH ST,1,2011
3857,Fatal/Injury Collision,132ND ST / 100TH AVE,1,2011
3858,Fatal/Injury Collision,88TH AVE / KING GEORGE BLVD,1,2011
3859,Fatal/Injury Collision,128TH ST / 58TH AVE,1,2011
3860,Fatal/Injury Collision,72ND AVE / 128TH ST,1,2011
3861,Fatal/Injury Collision,KING GEORGE BLVD / 104TH AVE,1,2011
3862,Fatal/Injury Collision,HALL RD / 72ND AVE,1,2011
3863,Fatal/Injury Collision,KING GEORGE BLVD / 72ND AVE,1,2011
3864,Fatal/Injury Collision,104TH AVE / 160TH ST,1,2011
3865,Fatal/Injury Collision,132ND ST / 64TH AVE,1,2011
3866,Fatal/Injury Collision,WHALLEY BLVD / FRASER HWY,1,2011
3867,Fatal/Injury Collision,MARTIN DR / SOUTHMERE CRES E,1,2011
3868,Fatal/Injury Collision,104TH AVE / 132ND ST,1,2011
3869,Fatal/Injury Collision,132ND ST / 96TH AVE,1,2011
3870,Fatal/Injury Collision,77TH AVE / KING GEORGE BLVD,1,2011
3871,Fatal/Injury Collision,96TH AVE / KING GEORGE BLVD,1,2011
3872,Fatal/Injury Collision,152ND ST / 56TH AVE,1,2011
3873,Fatal/Injury Collision,152ND ST / 96TH AVE,1,2011
3874,Fatal/Injury Collision,164TH ST / 80TH AVE,1,2011
3875,Fatal/Injury Collision,64TH AVE / 168TH ST,1,2011
3876,Fatal/Injury Collision,84TH AVE / 128TH ST,1,2011
3877,Fatal/Injury Collision,152ND ST / 100TH AVE,1,2011
3878,Fatal/Injury Collision,122ND ST / 72ND AVE,1,2011
3879,Fatal/Injury Collision,98TH AVE / KING GEORGE BLVD,1,2011
3880,Fatal/Injury Collision,120A ST / 75A AVE,1,2011
3881,Fatal/Injury Collision,140TH ST / 104TH AVE,1,2011
3882,Fatal/Injury Collision,152A ST / 102A AVE,1,2011
3883,Fatal/Injury Collision,160TH ST / 104TH AVE,1,2011
3884,Fatal/Injury Collision,144TH ST / 104TH AVE,1,2011
3885,Fatal/Injury Collision,FRASER HWY / WHALLEY BLVD,1,2011
3886,Fatal/Injury Collision,140TH ST / FRASER HWY,1,2011
3887,Fatal/Injury Collision,128TH ST / 58TH AVE,1,2011
3888,Fatal/Injury Collision,76TH AVE / 128TH ST,1,2011
3889,Fatal/Injury Collision,96TH AVE / 128TH ST,1,2011
3890,Fatal/Injury Collision,HWY 99 / KING GEORGE BLVD OFRP,1,2011
3891,Fatal/Injury Collision,WHALLEY BLVD / 102ND AVE,1,2011
3892,Fatal/Injury Collision,KING GEORGE BLVD / 32ND AVE DVRS,1,2011
3893,Fatal/Injury Collision,160TH ST / 56TH AVE,1,2011
3894,Fatal/Injury Collision,126TH ST / 96TH AVE,1,2011
3895,Fatal/Injury Collision,FRASER HWY / 144TH ST,1,2011
3896,Fatal/Injury Collision,104TH AVE / 152ND ST,1,2011
3897,Fatal/Injury Collision,184TH ST / 80TH AVE,1,2011
3898,Fatal/Injury Collision,24TH AVE / 140TH ST,1,2011
3899,Fatal/Injury Collision,26TH AVE / 176TH ST,1,2011
3900,Fatal/Injury Collision,152ND ST / 24TH AVE,1,2011
3901,Fatal/Injury Collision,76TH AVE / 128TH ST,1,2011
3902,Fatal/Injury Collision,88TH AVE / 148TH ST,1,2011
3903,Fatal/Injury Collision,104TH AVE / 160TH ST,1,2011
3904,Fatal/Injury Collision,KING GEORGE BLVD / 88TH AVE,1,2011
3905,Fatal/Injury Collision,140TH ST / 108TH AVE,1,2011
3906,Fatal/Injury Collision,96TH AVE / KING GEORGE BLVD,1,2011
3907,Fatal/Injury Collision,152ND ST / 56TH AVE,1,2011
3908,Fatal/Injury Collision,144TH ST / 106TH AVE,1,2011
3909,Fatal/Injury Collision,84TH AVE / 152ND ST,1,2011
3910,Fatal/Injury Collision,KING GEORGE BLVD / 96TH AVE,1,2011
3911,Fatal/Injury Collision,168TH ST / 61ST AVE,1,2011
